@RELATION svm_rbf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {./data_c_s/Coughing,./data_c_s/Sneezing}

@DATA
0.139451,0.002467,3.049583,0.284771,0.259831,0.963662,0.003508,0.169823,-36.360308,1.219808,0.103602,0.408239,0.285008,0.412248,0.139934,-0.116066,0.230865,0.089060,0.171696,0.129378,0.001048,0.004099,0.002433,0.006301,0.003474,0.093318,0.003954,0.010243,0.004122,0.005062,0.006952,0.005642,0.003013,0.028199,-0.000013,0.000000,-0.000191,-0.000069,-0.000035,0.000085,0.000002,0.000002,0.001441,0.000066,0.000933,-0.000007,0.000147,0.000186,0.000061,-0.000058,-0.000030,-0.000074,-0.000130,0.000073,0.000029,0.000000,0.000000,0.000023,0.000000,-0.000031,0.000000,0.000011,-0.000000,-0.000000,0.000024,0.000008,0.000000,-0.000008,0.023826,0.001813,0.185049,0.024357,0.016974,0.236392,0.001884,0.051784,1.370361,0.318680,0.274576,0.237419,0.207196,0.199056,0.199280,0.197142,0.187810,0.151038,0.163355,0.142613,0.128529,0.003001,0.002208,0.004523,0.002944,0.020918,0.003097,0.007091,0.003472,0.004237,0.005108,0.003604,0.002283,0.005360,0.031133,0.002461,0.280311,0.028991,0.020768,0.299525,0.002812,0.069483,1.538101,0.419917,0.371424,0.319349,0.269313,0.279678,0.279305,0.270470,0.266699,0.223187,0.238392,0.210616,0.191711,0.004438,0.003368,0.006675,0.004076,0.027241,0.004607,0.010411,0.005396,0.006542,0.007291,0.005633,0.003329,0.006996,./data_c_s/Coughing
0.018920,0.005635,3.125152,0.068611,0.103070,0.139088,0.012195,0.020417,-39.522895,1.012993,0.058260,0.109861,-0.160041,-0.057301,0.014321,0.000269,0.103235,0.072461,0.045421,-0.011735,-0.065335,0.003885,0.003262,0.044232,0.001877,0.091874,0.002278,0.071591,0.000727,0.002087,0.006992,0.013208,0.004223,0.050177,-0.000367,-0.000006,0.008209,-0.001342,-0.001831,-0.002459,0.000000,-0.000650,-0.180876,-0.008792,-0.007960,-0.006558,0.000686,-0.003257,0.000991,-0.002695,0.002200,0.003033,-0.001082,0.003375,-0.001787,-0.000013,-0.000008,-0.001485,-0.000023,0.001161,-0.000012,-0.000968,-0.000002,-0.000007,-0.000025,-0.000206,-0.000005,-0.000072,0.006134,0.004377,0.110688,0.007223,0.010594,0.062116,0.015212,0.011573,0.881618,0.230192,0.121363,0.135879,0.115576,0.093000,0.100587,0.088558,0.145879,0.100453,0.082179,0.071764,0.076699,0.003236,0.003562,0.027793,0.001333,0.005446,0.001895,0.032780,0.000602,0.002125,0.005855,0.010066,0.003122,0.006958,0.007334,0.006320,0.161983,0.009172,0.010460,0.073031,0.024318,0.014201,0.930905,0.209391,0.170613,0.166490,0.152410,0.114038,0.131593,0.143989,0.169890,0.152674,0.101922,0.102908,0.115195,0.005099,0.005290,0.043867,0.002016,0.006604,0.003039,0.045880,0.000826,0.003324,0.007854,0.013207,0.004548,0.010611,./data_c_s/Coughing
0.067803,0.005131,2.709459,0.170763,0.202898,0.456782,0.013014,0.078371,-31.525341,1.304385,0.413928,0.755475,-0.713206,-0.185891,0.005573,-0.100757,0.036974,-0.103169,-0.202018,0.043944,-0.170887,0.020827,0.003554,0.015643,0.009866,0.046538,0.011005,0.021086,0.002878,0.005876,0.009112,0.013453,0.007296,0.020299,0.001087,-0.000006,0.044674,0.002395,0.001515,0.020063,-0.000004,0.001238,-0.163181,-0.045104,0.025186,-0.000388,0.002292,0.003848,-0.010383,0.003290,0.001113,-0.008874,0.002620,0.005248,-0.005716,-0.000554,-0.000191,-0.000186,-0.000187,0.000828,-0.000117,-0.000174,-0.000058,-0.000187,-0.000284,-0.000496,-0.000236,0.000127,0.029324,0.004749,0.503098,0.038142,0.028873,0.248535,0.008635,0.038231,2.449020,1.112864,0.337867,0.387353,0.302118,0.243296,0.213406,0.246520,0.265108,0.178513,0.194807,0.234237,0.174736,0.020280,0.003017,0.014682,0.009469,0.027071,0.010220,0.017768,0.003112,0.005128,0.006957,0.010636,0.005956,0.009264,0.031481,0.007584,0.683360,0.053187,0.039989,0.272098,0.013653,0.041891,3.566994,1.070207,0.503707,0.441102,0.437237,0.316823,0.361032,0.330306,0.404753,0.292640,0.272183,0.322363,0.261470,0.026366,0.004380,0.021702,0.014043,0.032470,0.015889,0.024045,0.004546,0.008415,0.010032,0.016026,0.008684,0.011283,./data_c_s/Coughing
0.072936,0.028059,2.874725,0.171743,0.205979,0.487700,0.005607,0.076660,-28.952703,1.183342,-0.331952,0.134239,-0.602926,0.186792,0.059018,-0.213501,0.117820,-0.142687,0.119839,-0.207726,0.011469,0.009352,0.004762,0.027707,0.011038,0.024696,0.004477,0.047879,0.004870,0.010678,0.013435,0.010564,0.004131,0.018846,0.001295,-0.000000,-0.020549,0.000990,0.000289,0.006302,0.000162,0.000132,-0.014771,-0.020351,0.015589,0.002956,0.001731,0.027628,0.016066,0.013045,0.004724,-0.000209,0.006065,-0.009724,-0.000034,-0.001307,-0.000013,0.001548,0.001158,-0.001759,-0.000016,0.003165,-0.000003,-0.000072,-0.000018,-0.000160,0.000009,0.000653,0.012991,0.026592,0.247614,0.015659,0.017133,0.128238,0.002632,0.016747,1.892046,0.335829,0.307185,0.323482,0.330041,0.164249,0.206478,0.140936,0.140790,0.167887,0.188701,0.120087,0.161850,0.005964,0.002486,0.006746,0.007151,0.006532,0.002827,0.015607,0.003830,0.005790,0.008376,0.006753,0.002680,0.004837,0.017753,0.040305,0.387257,0.018960,0.020248,0.177620,0.003087,0.024384,2.235660,0.544931,0.428742,0.351563,0.330931,0.249512,0.269072,0.241111,0.204079,0.205163,0.248207,0.178688,0.244717,0.009761,0.004058,0.012627,0.008956,0.012276,0.004482,0.024448,0.006269,0.009489,0.012690,0.010921,0.004577,0.007542,./data_c_s/Coughing
0.079382,0.013953,3.091830,0.216094,0.251718,0.474621,0.004567,0.085413,-27.347731,1.344894,-0.763453,0.434514,0.110136,0.589155,0.165762,-0.078475,-0.019927,0.192845,0.025141,0.091162,0.105521,0.005619,0.002843,0.066348,0.005617,0.012500,0.007339,0.030192,0.006990,0.005019,0.010054,0.054345,0.004434,0.026683,0.000227,-0.001192,0.047977,0.007762,0.005969,0.018458,0.000059,0.001210,-0.302318,-0.031726,0.078161,0.055067,0.034672,-0.037020,-0.001056,0.022719,0.011891,0.009984,0.035408,0.008690,0.023275,-0.000396,-0.000331,0.006663,-0.000259,0.000396,-0.000988,0.001073,-0.001911,-0.000281,0.000046,0.000194,-0.000115,0.000630,0.017741,0.013641,0.161022,0.028661,0.018269,0.176649,0.002859,0.033792,0.810431,0.341695,0.352874,0.285657,0.248076,0.176376,0.192369,0.168938,0.181198,0.198825,0.182158,0.175741,0.117485,0.003214,0.001429,0.010152,0.004428,0.008256,0.005136,0.016559,0.005595,0.002242,0.004597,0.020382,0.004109,0.004188,0.027091,0.013466,0.237008,0.031714,0.021835,0.227960,0.003513,0.044045,0.649356,0.451524,0.524354,0.331665,0.227347,0.296930,0.259496,0.265148,0.308424,0.261278,0.233183,0.218133,0.185535,0.005319,0.002226,0.014981,0.007158,0.013098,0.008723,0.023189,0.005854,0.004135,0.006905,0.023907,0.006878,0.006449,./data_c_s/Sneezing
0.104331,0.031311,3.007410,0.213808,0.206405,1.064901,0.006048,0.161584,-31.653400,0.985839,0.413239,0.018534,-0.214760,-0.038324,0.137439,-0.124281,-0.040350,0.058453,-0.218068,-0.029280,-0.039094,0.015505,0.003530,0.016289,0.013552,0.033422,0.005304,0.044537,0.002913,0.003755,0.005996,0.016453,0.004360,0.021251,-0.000740,-0.000000,-0.005290,0.000019,0.001100,-0.011791,0.000134,-0.002052,-0.021215,0.057303,-0.006832,-0.006648,0.015047,0.008783,0.002021,-0.015647,-0.005085,-0.000342,-0.004257,-0.003598,0.010300,0.000914,-0.000033,0.001255,-0.000051,-0.001395,0.000018,0.004447,-0.000079,0.000007,-0.000001,-0.000383,-0.000052,0.000855,0.029535,0.024071,0.177484,0.032801,0.019084,0.250528,0.002421,0.053173,2.202658,0.433315,0.323823,0.263616,0.246304,0.173152,0.187319,0.150073,0.157099,0.128280,0.161553,0.152041,0.151428,0.009411,0.002862,0.010035,0.012791,0.019225,0.003976,0.022214,0.001746,0.002599,0.003707,0.008965,0.003455,0.007577,0.030317,0.025833,0.274000,0.028709,0.020425,0.276314,0.003536,0.069302,1.615185,0.619854,0.400980,0.375043,0.313838,0.260792,0.259990,0.214159,0.218985,0.199762,0.214593,0.208311,0.223612,0.013751,0.004433,0.017058,0.019808,0.023735,0.006786,0.033890,0.002667,0.003747,0.005935,0.013124,0.005244,0.010737,./data_c_s/Sneezing
0.054888,0.022246,2.875141,0.165652,0.202918,0.482860,0.023965,0.068411,-28.430008,0.981287,0.257234,0.116978,-0.025148,0.258062,0.175939,-0.157660,0.083795,0.086067,-0.012462,0.096909,0.020726,0.002083,0.000846,0.030793,0.001566,0.072459,0.002846,0.076637,0.002005,0.003044,0.003931,0.009667,0.001741,0.036190,-0.001046,0.000010,-0.006110,-0.001378,0.000241,-0.003501,0.000725,0.000025,0.044599,0.018264,-0.000783,0.006050,0.008211,0.000465,-0.008197,0.003857,-0.003432,0.008762,0.002924,0.003566,0.006626,0.000001,-0.000001,0.001178,0.000003,-0.001684,0.000009,0.004444,-0.000005,-0.000006,-0.000037,-0.000120,-0.000018,0.000439,0.031736,0.016917,0.225684,0.023939,0.020485,0.277099,0.023424,0.038447,1.441601,0.503710,0.273451,0.241934,0.235614,0.183364,0.211327,0.140639,0.178446,0.132258,0.192917,0.193571,0.185286,0.001684,0.000690,0.020022,0.001699,0.046134,0.003159,0.048600,0.001948,0.003198,0.003363,0.008366,0.001237,0.011747,0.032679,0.019915,0.349826,0.024134,0.023172,0.259147,0.035963,0.036282,1.390014,0.594037,0.465906,0.309600,0.267438,0.267380,0.294534,0.229289,0.275062,0.198276,0.265026,0.282161,0.288354,0.002547,0.001021,0.034160,0.002826,0.056747,0.005896,0.088254,0.003145,0.004035,0.004568,0.011478,0.002119,0.017675,./data_c_s/Sneezing
0.217973,0.005745,2.915813,0.388494,0.248134,0.931016,0.008697,0.299386,-38.110128,0.659588,0.137707,0.165974,-0.001120,0.273297,0.155875,0.069016,0.105826,0.031688,0.001944,0.140391,0.039091,0.003293,0.000890,0.032975,0.003344,0.055418,0.001819,0.066439,0.003302,0.002950,0.003684,0.015458,0.002231,0.032636,-0.002509,0.000000,-0.006777,-0.004889,0.000810,-0.011851,-0.000119,-0.006239,0.107910,0.015360,0.003636,0.003682,-0.014195,0.009378,-0.002928,-0.004657,0.005819,-0.000799,0.005460,0.015513,0.012438,-0.000083,-0.000054,0.000347,0.000047,-0.000088,0.000046,0.000508,-0.000004,0.000014,-0.000051,0.000488,0.000036,-0.000060,0.035937,0.002768,0.243266,0.057426,0.021338,0.256219,0.004136,0.101951,1.384695,0.457059,0.298137,0.241985,0.179875,0.157125,0.175121,0.145742,0.139453,0.154893,0.151719,0.123891,0.124437,0.002982,0.000675,0.015799,0.003145,0.011517,0.001456,0.029915,0.003268,0.002132,0.003174,0.008977,0.001800,0.007054,0.033460,0.004752,0.328178,0.057745,0.031302,0.289731,0.005581,0.125502,1.223336,0.436702,0.322024,0.262940,0.242728,0.191025,0.207976,0.197132,0.199046,0.222695,0.195818,0.192758,0.203576,0.005052,0.000976,0.023102,0.004117,0.018091,0.002148,0.042410,0.005018,0.003234,0.005166,0.012490,0.002193,0.009616,./data_c_s/Sneezing
0.089587,0.018446,3.092340,0.168214,0.164869,0.894849,0.003820,0.150544,-30.841298,0.578280,-0.188478,0.027769,-0.650776,-0.172901,-0.188737,0.222333,0.006877,0.039116,-0.066940,0.259339,-0.067150,0.005975,0.002837,0.015291,0.005764,0.031684,0.004163,0.095086,0.001272,0.003456,0.011695,0.010249,0.005271,0.031524,0.002280,-0.000000,-0.004291,-0.005843,-0.003556,0.008673,0.000033,0.003698,0.181163,-0.007604,0.013945,0.012567,-0.041078,-0.024750,-0.024880,0.019369,-0.005593,-0.008638,-0.008513,0.025749,-0.000158,0.000128,0.000027,0.000006,0.000104,-0.001150,0.000046,-0.003597,0.000007,0.000090,0.000143,0.000499,0.000014,-0.001840,0.024500,0.020611,0.170512,0.023639,0.020278,0.244651,0.001846,0.046123,1.590161,0.307257,0.242022,0.230129,0.296378,0.257478,0.133274,0.152362,0.121939,0.132768,0.206264,0.149305,0.136830,0.003920,0.001755,0.010257,0.004111,0.019282,0.003494,0.053399,0.000893,0.002243,0.007923,0.007246,0.003476,0.015600,0.025946,0.032652,0.245175,0.027301,0.022456,0.264669,0.002566,0.056503,1.167328,0.340263,0.297102,0.312537,0.303994,0.239454,0.187803,0.192532,0.175824,0.216934,0.237876,0.194507,0.189322,0.004941,0.002608,0.012048,0.005309,0.021803,0.004604,0.065279,0.001349,0.003125,0.009453,0.010991,0.004928,0.018541,./data_c_s/Sneezing
0.035318,0.004125,3.142147,0.070092,0.091207,0.273448,0.007266,0.045653,-40.980096,0.744163,-0.531658,0.672848,0.296970,0.090584,-0.292539,-0.109566,-0.112662,-0.139762,-0.047633,0.135703,0.008142,0.013865,0.005574,0.015079,0.011892,0.063574,0.005069,0.012635,0.002969,0.002952,0.007678,0.008098,0.004681,0.022765,0.000426,0.000000,-0.000300,0.000829,0.001188,-0.000601,0.000036,0.000526,0.118477,0.015857,-0.013250,0.013998,0.006294,0.000143,-0.005336,-0.001978,-0.001765,-0.002160,-0.000865,0.000717,0.001376,0.000206,0.000226,0.000463,0.000080,-0.001635,0.000057,0.000243,0.000047,0.000042,0.000196,0.000067,0.000073,-0.000338,0.004414,0.004846,0.088799,0.008578,0.013005,0.051255,0.008171,0.005806,0.927202,0.184058,0.175791,0.162372,0.122122,0.096935,0.095321,0.098707,0.086354,0.100692,0.093317,0.068245,0.073544,0.007684,0.004531,0.008805,0.007487,0.005856,0.002167,0.005779,0.001636,0.001690,0.003722,0.004310,0.003056,0.002992,0.004838,0.004937,0.141312,0.011223,0.018472,0.056273,0.013268,0.006179,0.805695,0.226898,0.216198,0.198134,0.141323,0.113784,0.134987,0.136000,0.130544,0.123563,0.123317,0.097166,0.117919,0.010013,0.007331,0.010987,0.010000,0.007128,0.003496,0.008438,0.002435,0.002643,0.005827,0.006558,0.005277,0.003818,./data_c_s/Sneezing
0.059324,0.025851,3.030699,0.160355,0.208614,0.557888,0.008223,0.103410,-30.091736,1.098747,-0.257556,-0.004515,-0.016929,0.556216,-0.404006,-0.693330,-0.320519,0.265969,-0.262056,-0.286519,0.023634,0.005635,0.001876,0.008109,0.073905,0.024840,0.012660,0.007134,0.004910,0.012757,0.024528,0.012998,0.001748,0.028270,-0.001569,-0.000076,0.087147,0.001852,0.008090,-0.022858,0.000333,-0.006503,-0.605594,0.187465,0.138344,0.096682,0.025372,-0.044208,0.030419,0.001921,-0.034484,0.029541,0.003295,0.011578,0.017279,-0.000043,-0.000194,0.000883,0.009300,0.001552,-0.000054,0.000494,-0.000553,-0.001312,-0.003005,0.003860,-0.000071,0.002177,0.022974,0.024250,0.246472,0.029602,0.020783,0.302218,0.005467,0.065423,1.448792,0.467605,0.479786,0.344662,0.213958,0.238530,0.148598,0.139643,0.183309,0.147196,0.151305,0.102448,0.102115,0.004365,0.001037,0.002665,0.028702,0.013882,0.011173,0.004032,0.004923,0.011631,0.020140,0.003988,0.001015,0.009684,0.035727,0.025085,0.219503,0.045647,0.021179,0.504927,0.006279,0.108494,1.258806,0.548156,0.509658,0.322677,0.316586,0.188471,0.223269,0.211213,0.251719,0.172020,0.189428,0.154072,0.166956,0.006687,0.001716,0.003212,0.017925,0.019144,0.021051,0.006197,0.006532,0.014692,0.027462,0.004893,0.001645,0.013233,./data_c_s/Sneezing
0.128526,0.033311,2.957999,0.214572,0.202423,1.094530,0.004417,0.183657,-30.331298,0.021263,-0.525410,-0.213204,-0.045169,0.494377,0.000267,-0.060771,-0.072699,-0.136735,0.222477,0.209660,-0.002942,0.004079,0.003453,0.043951,0.003032,0.005216,0.004924,0.039330,0.003302,0.005248,0.009177,0.013366,0.003287,0.019225,-0.003937,0.000000,0.008267,0.000094,-0.000243,-0.001499,0.000018,-0.000069,-0.011894,0.001425,0.014254,-0.010565,0.005443,-0.006067,0.004871,0.001070,-0.007127,0.005382,0.010621,-0.001896,-0.004263,-0.000066,-0.000050,0.000936,-0.000138,0.000076,-0.000020,0.002624,-0.000006,-0.000027,-0.000061,-0.001383,-0.000105,0.000449,0.032926,0.026188,0.235603,0.035535,0.020711,0.332463,0.001628,0.065418,1.998670,0.484726,0.369136,0.256605,0.241452,0.234494,0.204705,0.159944,0.205235,0.190869,0.209773,0.157096,0.149177,0.002461,0.002001,0.021517,0.001523,0.003805,0.003900,0.025896,0.002510,0.003729,0.006481,0.009896,0.002049,0.008349,0.036944,0.036711,0.323055,0.027913,0.022835,0.323617,0.002742,0.066857,1.937005,0.632749,0.473274,0.374437,0.262953,0.313736,0.318764,0.205766,0.285705,0.316096,0.249399,0.245231,0.224962,0.003675,0.003183,0.026916,0.002486,0.005613,0.005493,0.042005,0.003769,0.006007,0.007871,0.012778,0.003325,0.012507,./data_c_s/Sneezing
0.084052,0.034063,3.147414,0.261281,0.273103,0.631132,0.002229,0.088324,-30.995137,1.325699,-0.163431,-0.060574,-0.149293,0.000776,-0.099916,0.126282,-0.038283,-0.009641,0.026992,-0.030091,0.043778,0.005940,0.003850,0.007832,0.008549,0.080772,0.006256,0.008469,0.002449,0.005144,0.004854,0.006643,0.005340,0.023740,-0.000302,-0.000000,-0.000983,0.000670,0.001011,-0.009239,0.000002,-0.001991,-0.040999,0.031985,0.000591,-0.012676,0.020777,0.015576,-0.002375,0.007736,0.011299,0.006157,-0.001749,-0.002911,-0.003376,0.000074,-0.000017,-0.000114,-0.000107,0.001338,-0.000055,-0.000028,-0.000156,-0.000048,-0.000087,0.000067,-0.000103,0.000376,0.018357,0.031840,0.091463,0.022868,0.013944,0.153745,0.000750,0.033698,1.180264,0.274980,0.240820,0.181195,0.155258,0.129182,0.132860,0.111222,0.138115,0.148213,0.124858,0.122686,0.091162,0.003518,0.002641,0.002465,0.003950,0.011637,0.004945,0.004011,0.001317,0.002842,0.002592,0.003543,0.003187,0.003887,0.023030,0.030646,0.132886,0.021978,0.012438,0.182134,0.001196,0.036761,0.709159,0.358425,0.294058,0.225153,0.234135,0.205537,0.228152,0.170829,0.239609,0.206338,0.201144,0.192952,0.156969,0.005809,0.004087,0.004197,0.006089,0.010551,0.008117,0.006296,0.002278,0.004422,0.004071,0.005515,0.004750,0.004141,./data_c_s/Sneezing
0.079004,0.018691,1.859773,0.162023,0.162854,0.631670,0.004069,0.128857,-32.732049,0.411162,-1.082733,-0.429572,-0.847072,-0.318660,0.240174,0.001564,0.190052,-0.056587,-0.330979,0.064752,0.133089,0.010811,0.012120,0.014370,0.015723,0.047320,0.006811,0.003719,0.003599,0.003719,0.004243,0.003599,0.004134,0.020772,-0.005038,-0.001214,-0.174476,-0.012361,-0.015864,-0.023487,-0.000060,-0.004121,-1.902307,-0.158000,0.116126,0.036553,0.042504,0.072718,-0.021543,-0.009795,-0.044383,0.000459,0.029965,0.023900,-0.014445,-0.006214,-0.006222,-0.000327,-0.000302,0.013625,-0.000289,-0.000305,-0.000252,-0.000273,-0.000315,-0.000316,-0.000229,0.001536,0.046539,0.017277,0.687204,0.049841,0.019854,0.389329,0.002832,0.080518,3.545518,0.662004,0.281209,0.426992,0.375864,0.242277,0.185717,0.301148,0.219808,0.225148,0.173694,0.194344,0.138058,0.010664,0.010087,0.010689,0.013794,0.005225,0.006534,0.002757,0.001587,0.002953,0.002382,0.002028,0.003237,0.003933,0.064354,0.023474,0.898237,0.072201,0.045848,0.562812,0.004316,0.107376,4.395870,0.914624,0.569217,0.609534,0.557633,0.435880,0.293443,0.516776,0.274303,0.388709,0.315170,0.320020,0.225601,0.012028,0.010145,0.019050,0.029828,0.026167,0.010922,0.005479,0.002564,0.004617,0.004279,0.003578,0.005464,0.012593,./data_c_s/Sneezing
0.036895,0.002195,2.812189,0.190400,0.269246,0.213386,0.019439,0.031850,-33.983416,1.668050,0.159746,0.384851,0.070732,0.188157,0.175944,0.094867,0.085502,0.039191,0.109815,0.066227,-0.005089,0.003601,0.001753,0.069779,0.003143,0.033708,0.001824,0.225006,0.002214,0.002180,0.003123,0.005958,0.000888,0.068801,-0.001454,-0.000000,0.016559,-0.000474,0.000037,-0.003150,-0.000294,-0.000585,-0.002845,0.026607,0.003879,-0.003654,0.007161,-0.009803,-0.000932,-0.001085,0.003766,0.005861,-0.004832,-0.005212,-0.000544,-0.000015,-0.000002,-0.001904,-0.000006,-0.000558,-0.000018,0.004377,-0.000006,-0.000004,0.000003,-0.000022,-0.000015,0.001162,0.015905,0.001548,0.216715,0.025646,0.017417,0.095198,0.010827,0.016214,1.352266,0.313936,0.179482,0.161849,0.153512,0.116633,0.128368,0.113168,0.110687,0.103410,0.095857,0.105606,0.090817,0.003273,0.001794,0.036471,0.002907,0.023187,0.001451,0.073567,0.001658,0.001459,0.002529,0.003793,0.000531,0.016437,0.019980,0.001986,0.333471,0.030322,0.018213,0.106036,0.013771,0.021370,1.636459,0.413236,0.247208,0.214205,0.214954,0.154019,0.190228,0.169366,0.154746,0.149135,0.143980,0.152038,0.135001,0.004523,0.002724,0.057044,0.004476,0.038394,0.002206,0.105802,0.002289,0.001786,0.003030,0.006360,0.000841,0.024525,./data_c_s/Sneezing
