@RELATION svm_rbf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {./data_c_s/Coughing,./data_c_s/Sneezing}

@DATA
0.099596,0.012846,2.885283,0.170135,0.191351,0.618938,0.008202,0.161855,-30.230244,1.541361,-0.708255,0.345185,-0.515557,-0.384361,0.287825,0.061616,-0.120469,-0.089643,-0.111494,-0.102596,0.348980,0.003875,0.002184,0.026889,0.031033,0.027298,0.012654,0.027773,0.001302,0.008099,0.004354,0.007617,0.002841,0.018372,0.005993,-0.000003,0.011234,0.005212,0.000962,0.041723,0.000125,0.018480,-0.151069,-0.011267,-0.013332,-0.018959,0.007196,-0.013696,0.011164,0.028180,0.015458,-0.000395,-0.035351,0.014019,0.015247,-0.000047,-0.000025,0.000437,0.000060,0.000877,-0.001161,0.002860,-0.000017,-0.000149,-0.000065,-0.000105,0.000142,0.000668,0.028887,0.012611,0.302108,0.030228,0.021876,0.253284,0.004883,0.086436,3.735135,0.557432,0.470820,0.423178,0.370919,0.232026,0.328186,0.385716,0.200350,0.189109,0.298447,0.169711,0.204117,0.002806,0.001253,0.025694,0.032175,0.016396,0.007892,0.021754,0.000998,0.007658,0.002820,0.006093,0.001823,0.009978,0.040912,0.017593,0.462498,0.038801,0.025153,0.322823,0.007727,0.114320,3.210644,0.737575,0.559852,0.487588,0.453332,0.309626,0.427821,0.371059,0.298349,0.329750,0.355584,0.249351,0.278520,0.004216,0.002002,0.034133,0.035487,0.023678,0.009620,0.030330,0.001508,0.010588,0.004148,0.007619,0.002859,0.013522,./data_c_s/Coughing
0.081998,0.000667,3.014868,0.224780,0.250561,0.687202,0.003935,0.079080,-38.198620,1.727963,0.474325,0.474450,0.061917,0.270617,0.083276,0.012270,-0.004239,-0.001820,-0.058730,-0.051230,-0.096753,0.020340,0.002621,0.023831,0.011712,0.081873,0.006225,0.018983,0.002756,0.004171,0.008398,0.022279,0.002478,0.026110,-0.000282,0.000000,0.001769,-0.000306,-0.000025,-0.001830,0.000027,-0.000005,0.003427,0.002948,-0.006862,-0.003286,0.003164,0.006437,0.000265,-0.000427,-0.000715,-0.000029,-0.001780,-0.001283,0.002219,-0.000352,-0.000006,-0.000017,-0.000076,-0.000348,-0.000001,0.000746,0.000025,0.000000,0.000047,0.000527,-0.000003,0.000052,0.018482,0.000658,0.186286,0.029450,0.020632,0.216244,0.001586,0.042919,1.586996,0.426557,0.289435,0.266943,0.214845,0.187269,0.191004,0.161932,0.153958,0.141622,0.132690,0.144931,0.136193,0.014179,0.002217,0.014018,0.008236,0.027554,0.004711,0.009605,0.002063,0.002786,0.004930,0.011949,0.001785,0.006941,0.022251,0.001033,0.279520,0.034155,0.023406,0.253482,0.002297,0.054039,1.598932,0.500887,0.353482,0.350814,0.279491,0.258596,0.248161,0.232256,0.219082,0.212149,0.204386,0.221256,0.204661,0.021402,0.003516,0.020691,0.011905,0.036630,0.007095,0.014375,0.003081,0.004361,0.007581,0.015586,0.002570,0.008677,./data_c_s/Coughing
0.159190,0.013724,2.750874,0.246375,0.227801,1.091100,0.005943,0.264349,-27.537191,0.101638,-1.779199,-0.062427,-0.230478,0.557944,0.240080,-0.407488,0.029644,0.031062,0.092319,-0.178416,0.026434,0.003885,0.002474,0.004581,0.003674,0.006015,0.008396,0.024984,0.008775,0.007362,0.013225,0.013792,0.009435,0.013168,0.007619,-0.001415,0.102804,0.007889,0.006545,0.028854,-0.000011,-0.000113,-1.149207,0.046002,0.046662,0.045644,-0.040994,0.018598,0.154673,0.047684,-0.034480,0.006774,0.015204,0.006249,-0.004334,-0.001254,-0.000322,0.000894,0.000048,0.001742,-0.000055,0.009586,0.000147,-0.000276,-0.001785,-0.000553,-0.001032,0.001918,0.038301,0.013933,0.456579,0.033931,0.018781,0.387608,0.002926,0.092887,2.745138,0.396393,0.477618,0.251998,0.275990,0.291272,0.239543,0.372811,0.243201,0.227423,0.180418,0.222325,0.173225,0.003672,0.002076,0.003721,0.002244,0.004039,0.006311,0.018295,0.009899,0.006637,0.010715,0.015928,0.006845,0.007520,0.058251,0.019443,0.575948,0.044697,0.019927,0.670511,0.003487,0.159870,3.004891,0.427674,0.648105,0.399143,0.357374,0.497364,0.396180,0.479010,0.423544,0.279566,0.279360,0.258362,0.290302,0.004855,0.002359,0.004225,0.003278,0.004848,0.009603,0.022894,0.016638,0.010869,0.017943,0.027471,0.012846,0.011644,./data_c_s/Coughing
0.078902,0.009500,2.940699,0.158432,0.179985,0.653352,0.007553,0.119328,-30.213793,0.624978,-0.922176,-0.098270,-1.004662,-0.668180,-0.348873,-0.405942,-0.021307,-0.073054,0.097146,-0.214649,-0.063915,0.015880,0.006858,0.004532,0.008791,0.013473,0.008948,0.010504,0.005791,0.010701,0.011193,0.018055,0.026970,0.013158,-0.002359,-0.002850,0.050677,-0.003149,-0.000245,-0.025495,0.000325,-0.003721,-1.047044,0.060789,-0.069894,0.038277,0.082174,-0.044993,0.029083,-0.020421,-0.003692,-0.010898,-0.001951,-0.031159,-0.047601,0.001956,-0.001302,0.000547,0.000157,-0.003414,0.001596,0.001549,-0.000223,-0.003589,-0.000523,0.001639,0.003254,-0.000287,0.023485,0.011122,0.230280,0.022023,0.011319,0.274972,0.002718,0.048736,2.070161,0.795755,0.385339,0.438787,0.324241,0.267120,0.224343,0.259690,0.277838,0.276632,0.165648,0.169573,0.219415,0.009016,0.005668,0.001658,0.005402,0.012175,0.006447,0.010498,0.004429,0.010374,0.008120,0.011178,0.022384,0.006742,0.022847,0.013404,0.262854,0.024870,0.016782,0.305009,0.004440,0.059787,2.387897,0.706108,0.469230,0.533712,0.607412,0.382106,0.353726,0.431114,0.305733,0.333372,0.219372,0.272227,0.200727,0.012544,0.005127,0.001873,0.008672,0.022794,0.008872,0.014640,0.007522,0.014910,0.012338,0.012952,0.026529,0.009885,./data_c_s/Coughing
0.222880,0.005104,3.009339,0.266859,0.196713,1.561643,0.008698,0.340241,-38.551057,0.962467,0.044479,0.075478,-0.240450,0.084886,-0.035834,0.172403,0.053825,-0.029232,0.080714,-0.092441,0.036033,0.008730,0.003673,0.012435,0.004276,0.050041,0.003064,0.010107,0.001239,0.001861,0.005124,0.012568,0.007233,0.017631,0.003931,0.000000,-0.000160,0.004378,0.002814,0.026827,0.000014,0.006628,0.104478,0.011303,0.002359,0.006162,-0.000830,-0.001895,0.002075,0.002505,0.002101,0.004987,-0.001243,-0.002426,-0.001292,0.000063,-0.000010,0.000174,-0.000016,-0.001389,-0.000005,0.000106,0.000013,0.000016,0.000032,0.000011,0.000014,-0.000384,0.033689,0.003817,0.301851,0.038535,0.016310,0.328691,0.010401,0.077662,1.819838,0.368555,0.212427,0.171130,0.181935,0.129708,0.148727,0.125137,0.106589,0.112311,0.121583,0.115741,0.112837,0.005238,0.002272,0.008271,0.002873,0.008682,0.002020,0.008006,0.000817,0.001101,0.003461,0.010941,0.005697,0.004905,0.041424,0.003884,0.438850,0.043522,0.016681,0.411247,0.019183,0.094314,2.003479,0.445942,0.298350,0.246775,0.218451,0.194439,0.199357,0.189314,0.162363,0.156802,0.181043,0.183826,0.153182,0.005705,0.003453,0.011322,0.003877,0.011108,0.003302,0.009857,0.001215,0.001744,0.005258,0.015295,0.007488,0.005568,./data_c_s/Coughing
0.030400,0.002303,2.767927,0.134804,0.199142,0.282914,0.021974,0.046275,-31.908869,1.873948,0.178490,-0.108347,-0.137788,0.400725,-0.095467,0.127928,0.017638,-0.087517,0.150942,0.011432,0.054050,0.003568,0.003826,0.032917,0.005568,0.006536,0.009197,0.225072,0.002977,0.003813,0.005404,0.008091,0.004847,0.065796,-0.000729,-0.000020,-0.100517,0.005606,0.004100,0.030603,0.000441,0.001442,-0.300443,-0.043626,-0.014890,0.016729,0.033560,-0.005234,0.022085,0.012777,0.024305,0.036607,-0.024109,-0.023424,-0.022516,0.000525,0.000287,0.000808,0.000398,0.000235,-0.003553,-0.006108,0.000219,-0.000072,0.000514,0.000706,0.000314,-0.002222,0.013268,0.002441,0.188230,0.025234,0.016374,0.154124,0.014182,0.027873,1.709332,0.337024,0.228756,0.283154,0.280689,0.207121,0.223660,0.161422,0.170289,0.192644,0.180772,0.134174,0.120742,0.002009,0.002765,0.023130,0.005084,0.004679,0.007847,0.058956,0.002737,0.002995,0.005642,0.005297,0.004306,0.014814,0.018730,0.004135,0.258848,0.037175,0.022609,0.237610,0.018865,0.045941,2.218354,0.469778,0.321297,0.372729,0.299079,0.255438,0.318922,0.250908,0.261930,0.250713,0.247925,0.201695,0.191798,0.003066,0.004093,0.035655,0.008229,0.006974,0.011099,0.090905,0.004663,0.004259,0.009214,0.007897,0.006210,0.023365,./data_c_s/Coughing
0.180818,0.002982,2.931801,0.309919,0.264397,1.105889,0.004776,0.160918,-33.768781,1.612498,0.034020,0.410472,-0.253341,-0.369873,0.120696,0.236959,0.037914,0.094986,-0.027148,0.053953,0.007991,0.009238,0.007448,0.017875,0.012386,0.040692,0.007876,0.023408,0.002400,0.006178,0.012526,0.013969,0.005949,0.019627,0.002506,-0.000000,0.000610,0.000687,-0.000098,-0.003818,0.000001,-0.006039,-0.014703,-0.005559,0.000368,-0.003702,-0.003020,0.002204,0.003957,0.001799,0.001030,-0.002953,-0.000453,0.000655,0.006398,-0.000045,-0.000001,-0.000113,-0.000007,0.000165,0.000038,-0.000186,-0.000013,-0.000033,-0.000109,-0.000259,0.000001,-0.000017,0.044731,0.003587,0.342809,0.050482,0.024975,0.334697,0.002495,0.075939,1.948121,0.529934,0.255540,0.291184,0.282898,0.269617,0.238660,0.272266,0.237509,0.242733,0.218935,0.163220,0.172358,0.007141,0.005897,0.011923,0.010482,0.018296,0.006516,0.015265,0.002196,0.005469,0.009817,0.011782,0.004850,0.006721,0.049934,0.005574,0.501057,0.062733,0.029636,0.423725,0.003148,0.099191,2.718060,0.629781,0.352026,0.373283,0.354365,0.332554,0.329932,0.335181,0.306808,0.304351,0.309155,0.217001,0.237861,0.011386,0.009146,0.017637,0.016763,0.028253,0.009462,0.022310,0.002883,0.008428,0.015241,0.017134,0.007009,0.009344,./data_c_s/Coughing
0.064114,0.007451,2.791998,0.168854,0.216585,0.421165,0.013273,0.073372,-31.076915,1.601610,-0.293653,-0.276040,-0.577947,0.628259,0.393230,0.157515,0.296694,-0.144292,0.010050,0.023553,0.121983,0.007059,0.012034,0.037559,0.008487,0.037641,0.010753,0.069556,0.002433,0.001841,0.004435,0.012716,0.004285,0.028426,-0.000323,0.000000,0.002391,-0.000012,-0.000020,-0.000934,0.000036,-0.000175,-0.007348,-0.009264,-0.000987,0.004998,0.003942,-0.001763,0.001075,-0.000764,-0.002130,0.001925,0.003321,0.002455,-0.001014,-0.000076,-0.000021,-0.000252,-0.000072,0.000915,-0.000103,-0.000280,-0.000002,-0.000024,-0.000051,-0.000819,-0.000049,0.000079,0.022009,0.009769,0.350698,0.019174,0.015630,0.189783,0.009989,0.038333,1.984544,0.441096,0.293094,0.338090,0.288875,0.245097,0.153679,0.171390,0.207447,0.166813,0.166436,0.130323,0.139516,0.004314,0.007644,0.022645,0.006834,0.022699,0.009063,0.041100,0.002235,0.001182,0.002966,0.007384,0.003025,0.011515,0.021287,0.015318,0.511766,0.024560,0.018159,0.198243,0.013638,0.036752,2.270357,0.440998,0.393952,0.462049,0.391051,0.335933,0.218614,0.255885,0.285191,0.216454,0.264697,0.194554,0.202234,0.006511,0.012641,0.035048,0.010785,0.032215,0.014053,0.059213,0.003473,0.001876,0.004926,0.010178,0.004916,0.014839,./data_c_s/Coughing
0.083548,0.008340,2.884129,0.181254,0.190793,0.627428,0.009770,0.097611,-33.507756,0.668106,0.086742,-0.040792,-1.067881,0.178024,-0.128488,-0.163313,0.116781,-0.052630,0.184691,0.018161,0.002181,0.005637,0.005165,0.014839,0.007338,0.036220,0.007367,0.035848,0.001774,0.005108,0.013035,0.014279,0.006611,0.022845,-0.000879,-0.000000,0.000984,-0.001798,-0.001558,-0.003988,0.000000,-0.000922,-0.054053,-0.007763,0.000579,-0.001061,0.000150,-0.000829,0.000079,-0.001227,0.000090,0.000760,-0.000594,-0.002234,-0.000366,-0.000027,-0.000012,-0.000239,-0.000021,0.000743,-0.000023,-0.001077,-0.000003,-0.000010,-0.000009,-0.000019,-0.000008,-0.000053,0.022874,0.010644,0.333334,0.032453,0.024986,0.250735,0.008578,0.040061,3.088537,0.634440,0.363877,0.328294,0.278440,0.244123,0.201985,0.228394,0.219879,0.187449,0.169225,0.185395,0.143015,0.003844,0.003460,0.012013,0.005019,0.015083,0.006957,0.030789,0.001946,0.004809,0.011409,0.010132,0.004322,0.009531,0.030037,0.015622,0.501319,0.036575,0.028359,0.296433,0.013135,0.050073,3.231504,0.650170,0.434384,0.428697,0.345877,0.328155,0.289968,0.270334,0.278538,0.276351,0.253252,0.238931,0.213648,0.006193,0.005961,0.018211,0.008137,0.021656,0.010655,0.036292,0.003083,0.007700,0.016197,0.015087,0.006201,0.011683,./data_c_s/Coughing
0.131522,0.011070,2.733732,0.203290,0.212026,0.750852,0.006878,0.132827,-31.247752,0.578697,-0.071005,0.232037,-0.227082,-0.187986,-0.516103,-0.030869,-0.451775,0.095401,0.023695,0.212736,0.068391,0.004625,0.004416,0.013783,0.007972,0.016307,0.012223,0.019768,0.003098,0.020147,0.008490,0.008734,0.003962,0.013224,0.001701,-0.003264,0.012077,0.010085,0.005895,0.027906,0.000075,-0.007033,-1.194504,-0.143826,0.046118,-0.007579,0.034000,0.003229,0.032788,0.005872,0.021205,0.004157,-0.057274,-0.022541,0.008448,-0.000025,-0.000046,-0.000280,0.000071,-0.000177,0.000040,-0.001240,0.000131,-0.002609,-0.001227,-0.000201,-0.000033,-0.000639,0.047812,0.011234,0.459076,0.045362,0.032201,0.381589,0.003313,0.094136,2.113078,0.953764,0.412430,0.269096,0.213020,0.252101,0.224591,0.278256,0.224013,0.297242,0.225845,0.218155,0.190322,0.002495,0.003655,0.015554,0.007050,0.018210,0.008486,0.015800,0.002329,0.016372,0.008826,0.008422,0.003545,0.007625,0.073622,0.014825,0.680788,0.077321,0.043922,0.622166,0.005599,0.157675,2.185390,1.047987,0.575663,0.287132,0.379519,0.363959,0.347998,0.314930,0.289103,0.344745,0.275644,0.320490,0.271450,0.004751,0.005124,0.020223,0.010952,0.020745,0.012099,0.021939,0.003614,0.019890,0.013165,0.013328,0.005084,0.008721,./data_c_s/Coughing
0.149650,0.059255,2.920839,0.238258,0.205820,1.193986,0.005743,0.219674,-29.889330,0.047921,-0.316207,0.374322,-0.292486,0.210471,-0.263382,-0.143329,0.238117,-0.090399,0.067534,0.254212,-0.148540,0.006993,0.003409,0.007861,0.005957,0.004812,0.004211,0.038227,0.003266,0.006581,0.005038,0.006971,0.003550,0.013824,-0.003430,0.000000,-0.000046,-0.000361,0.000543,-0.027717,0.000359,-0.005272,-0.048592,0.013888,-0.000435,0.005076,-0.001718,-0.003116,-0.003169,0.006104,0.003084,0.004075,0.002744,0.002479,-0.000343,-0.000010,-0.000024,-0.000059,-0.000014,-0.000015,-0.000015,0.001598,-0.000018,-0.000017,-0.000013,-0.000010,-0.000017,0.000445,0.051434,0.038311,0.367930,0.042237,0.017211,0.474664,0.003036,0.090974,2.948991,0.720471,0.400510,0.460531,0.346431,0.237474,0.257107,0.210127,0.182659,0.194268,0.198743,0.169381,0.188134,0.004920,0.002567,0.005634,0.005358,0.004550,0.004261,0.025865,0.002395,0.006059,0.004558,0.005937,0.002299,0.007730,0.059965,0.047226,0.563654,0.039940,0.021587,0.620069,0.004099,0.126340,2.745975,1.019612,0.502924,0.551567,0.408926,0.312290,0.358728,0.301334,0.282291,0.274955,0.303512,0.247954,0.250015,0.007687,0.004244,0.009771,0.007581,0.006939,0.006313,0.038932,0.003797,0.008975,0.007011,0.009035,0.003642,0.012018,./data_c_s/Coughing
0.084779,0.016969,2.911830,0.186558,0.216218,0.688709,0.006599,0.115926,-30.241163,2.020067,-0.353936,-0.143159,-0.328690,-0.050082,0.043267,0.153747,-0.120127,-0.042444,-0.256890,-0.079245,-0.058909,0.015635,0.007558,0.059481,0.018885,0.020201,0.008415,0.015835,0.003906,0.006074,0.011506,0.016943,0.007550,0.022214,0.000202,0.000000,0.001763,0.000070,-0.000041,0.000185,0.000022,0.000092,0.010162,-0.000137,-0.002610,-0.000515,0.002525,-0.000151,0.000147,0.002658,-0.001131,-0.002015,0.003465,-0.001968,0.001916,-0.000001,-0.000011,-0.000317,-0.000140,0.000120,-0.000005,-0.000370,0.000008,0.000023,0.000178,0.000022,-0.000033,-0.000106,0.024951,0.015995,0.308506,0.032250,0.025958,0.287418,0.003823,0.048136,2.203071,0.466730,0.360724,0.348202,0.235679,0.198934,0.173363,0.171178,0.179194,0.162074,0.211768,0.150389,0.132553,0.010286,0.005833,0.030094,0.012667,0.010747,0.007011,0.010134,0.004083,0.003788,0.008196,0.011536,0.006136,0.007956,0.026690,0.025053,0.457248,0.038757,0.028515,0.354357,0.005590,0.061563,2.579152,0.699273,0.489429,0.461838,0.340009,0.335158,0.275568,0.243478,0.236485,0.228182,0.294146,0.246939,0.201884,0.015238,0.008681,0.049437,0.018756,0.015744,0.011561,0.015847,0.006654,0.005829,0.011742,0.017493,0.009235,0.011879,./data_c_s/Coughing
0.073437,0.006568,2.878860,0.179561,0.214052,0.640591,0.006063,0.103445,-32.788476,1.742173,0.308542,0.021850,-0.175364,0.309149,0.230808,0.370336,0.142466,-0.130404,0.004307,-0.010645,0.047553,0.013037,0.006357,0.037503,0.008277,0.051820,0.005808,0.049204,0.001654,0.003596,0.013935,0.014077,0.003899,0.025322,-0.000992,0.000000,-0.000825,-0.000842,-0.000093,-0.008276,0.000265,-0.001486,-0.013499,0.004663,0.011531,0.001666,0.009244,0.001665,0.002583,0.005764,-0.001236,0.002210,0.002836,-0.002398,-0.001664,-0.000044,-0.000048,0.000571,-0.000176,-0.000434,-0.000135,0.002516,-0.000022,-0.000007,0.000241,0.000056,-0.000068,0.000603,0.019237,0.003748,0.347007,0.020415,0.020140,0.237726,0.002554,0.034000,2.004830,0.420753,0.320890,0.260252,0.239676,0.219135,0.172483,0.188370,0.195873,0.180846,0.178857,0.152317,0.139034,0.008472,0.004879,0.024326,0.005550,0.024234,0.004281,0.028827,0.001538,0.002902,0.009809,0.007760,0.002530,0.008937,0.024404,0.004123,0.547929,0.025370,0.029622,0.324515,0.003697,0.052353,2.359255,0.625380,0.396929,0.434132,0.341222,0.281025,0.284047,0.275512,0.295226,0.264414,0.293417,0.216616,0.219357,0.011603,0.007385,0.037354,0.008473,0.034947,0.006778,0.042254,0.002534,0.004445,0.016244,0.013015,0.004054,0.012015,./data_c_s/Coughing
0.040395,0.002372,2.833692,0.171238,0.235715,0.300345,0.030425,0.044259,-33.680312,1.651202,-0.098231,0.269776,0.156210,0.051537,0.219850,0.100587,0.202065,-0.036616,-0.045815,0.077557,-0.025969,0.002587,0.001225,0.027387,0.002701,0.079627,0.002244,0.123881,0.000808,0.001396,0.002954,0.006329,0.002023,0.045944,0.000149,-0.000000,0.000131,-0.000667,-0.000134,-0.001702,0.000069,0.000447,0.019152,0.003899,-0.014744,0.005737,-0.001434,0.001528,-0.003657,-0.004275,-0.003351,-0.003201,0.003731,-0.000264,0.000246,0.000011,-0.000003,0.000224,0.000024,-0.000184,0.000008,-0.000090,0.000002,0.000008,0.000003,-0.000024,0.000005,-0.000053,0.023662,0.001866,0.257354,0.021455,0.016683,0.185678,0.028022,0.034079,2.041154,0.489155,0.286965,0.265443,0.157050,0.147961,0.149126,0.104572,0.123937,0.142131,0.104650,0.115982,0.107303,0.001980,0.001249,0.019071,0.002639,0.034364,0.001898,0.079320,0.000579,0.001351,0.002395,0.004090,0.001793,0.015929,0.029554,0.002160,0.384899,0.032799,0.016577,0.266902,0.041965,0.048773,2.013162,0.516019,0.352612,0.358134,0.236289,0.209640,0.207184,0.169261,0.200934,0.210274,0.156890,0.163720,0.150101,0.003165,0.001935,0.030873,0.004024,0.057109,0.003147,0.125011,0.000941,0.002224,0.003840,0.006802,0.002337,0.023110,./data_c_s/Coughing
0.060306,0.051260,2.968558,0.142726,0.176820,0.460901,0.009612,0.086246,-26.757672,0.658421,-0.835537,0.200948,-0.047087,0.217730,0.106073,0.130070,-0.030356,0.094955,0.060934,-0.052706,-0.036177,0.006312,0.004860,0.084419,0.005208,0.011276,0.005976,0.081018,0.007425,0.005739,0.005420,0.008198,0.006067,0.038547,-0.000567,-0.000053,-0.005663,-0.000304,0.000476,-0.004286,0.000080,-0.000678,-0.075300,0.024304,0.024852,-0.003438,0.005695,0.000478,0.008458,0.005530,-0.001336,-0.005999,0.004235,-0.004158,-0.003661,-0.000530,-0.000088,0.001653,-0.000009,-0.000028,-0.000032,0.002783,-0.000022,-0.000045,-0.000103,0.000039,-0.000059,0.000722,0.020727,0.031604,0.192208,0.017545,0.016565,0.224568,0.005019,0.037504,1.427127,0.564314,0.300652,0.197290,0.208639,0.230025,0.227339,0.173246,0.178685,0.177105,0.175089,0.124301,0.152368,0.005120,0.004302,0.049940,0.003667,0.007348,0.004612,0.045308,0.006471,0.004239,0.004728,0.006153,0.005560,0.015850,0.020848,0.034868,0.311192,0.020673,0.021914,0.241736,0.006910,0.043621,1.396032,0.599380,0.396371,0.288644,0.243927,0.308284,0.257606,0.233432,0.231449,0.246016,0.253366,0.172964,0.219676,0.007390,0.006060,0.069640,0.005467,0.011694,0.006541,0.069465,0.010781,0.006135,0.007455,0.009304,0.007654,0.019253,./data_c_s/Coughing
