@RELATION data/data_cough/svm_cough
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {Coughing,NoCough}

@DATA
0.036824,0.059534,2.913892,0.161115,0.210888,0.158680,0.010268,0.018358,-33.330218,1.846734,0.059463,0.249464,-0.177074,-0.018564,-0.017718,-0.044732,0.092678,0.221032,0.056631,0.057798,0.002069,0.003274,0.001796,0.065891,0.002164,0.026707,0.003382,0.169231,0.000840,0.005267,0.014134,0.035091,0.002493,0.062936,0.000259,-0.000016,-0.008254,0.000731,0.000443,0.000235,0.000163,-0.000254,-0.115623,-0.004274,0.001379,-0.002075,0.000991,0.003986,-0.000253,-0.001836,0.001470,-0.005738,-0.003228,-0.001131,-0.000138,-0.000007,-0.000012,0.001665,-0.000223,-0.000076,-0.000054,0.000676,-0.000004,-0.000002,-0.000891,-0.000056,-0.000035,0.000211,0.018538,0.051368,0.211728,0.022128,0.020255,0.086310,0.006584,0.013016,2.161477,0.416724,0.250401,0.202654,0.287834,0.202785,0.206089,0.206275,0.205482,0.211346,0.201272,0.170006,0.200142,0.003300,0.003079,0.057362,0.003120,0.026407,0.006902,0.098143,0.001284,0.009804,0.022767,0.041498,0.002750,0.022787,0.024225,0.026992,0.282653,0.021837,0.022640,0.106283,0.008549,0.013346,0.823439,0.410291,0.267864,0.261496,0.249616,0.237886,0.249156,0.232130,0.241682,0.270246,0.258509,0.174899,0.220479,0.004201,0.003304,0.072315,0.003427,0.036448,0.008768,0.122422,0.001579,0.008951,0.020508,0.028950,0.002813,0.027523,NoCough
0.009891,0.002204,3.257402,0.015541,0.016478,0.103035,0.010356,0.014837,-46.998096,-0.046736,-0.080857,0.089738,-0.016007,0.029800,-0.036022,0.045843,-0.014482,0.010801,-0.016750,-0.005880,0.007398,0.000743,0.000453,0.003123,0.000885,0.144687,0.000819,0.000956,0.000612,0.000744,0.001374,0.001246,0.000660,0.040581,-0.000608,-0.000022,0.000528,-0.000874,-0.001073,-0.004392,-0.000000,-0.000953,-0.254523,-0.005009,0.007227,-0.008804,0.001543,-0.002997,-0.000690,-0.002865,0.004328,0.000420,0.002469,0.001881,-0.001131,-0.000106,-0.000010,-0.000097,-0.000100,0.001459,-0.000157,-0.000078,-0.000109,-0.000023,-0.000075,-0.000097,-0.000014,0.000406,0.007302,0.004405,0.153941,0.009938,0.011768,0.068942,0.042689,0.009779,2.371296,0.121297,0.057774,0.076692,0.047829,0.034568,0.043597,0.049963,0.036911,0.045889,0.025703,0.038562,0.029298,0.000764,0.000557,0.002907,0.000925,0.014431,0.000776,0.001287,0.000752,0.001110,0.001410,0.001091,0.000698,0.003611,0.002870,0.003735,0.226052,0.007078,0.010025,0.045759,0.062026,0.005018,0.940495,0.117569,0.045080,0.050622,0.057745,0.042262,0.050682,0.044696,0.039862,0.052475,0.031555,0.045371,0.038062,0.000892,0.000640,0.003005,0.000854,0.007021,0.000603,0.001330,0.000740,0.000974,0.001563,0.000908,0.000769,0.001902,NoCough
0.024828,0.005612,2.660900,0.164964,0.230801,0.127665,0.019128,0.011833,-28.714320,1.987910,0.506252,0.521812,0.296364,0.413152,0.153750,0.334649,0.117943,0.000362,0.048654,0.053325,0.105387,0.001433,0.000247,0.091891,0.000900,0.038318,0.000497,0.238037,0.000119,0.000308,0.001633,0.017221,0.000228,0.074457,-0.000191,0.000007,-0.001695,-0.000464,-0.000040,-0.000280,0.000118,0.000064,0.025591,0.005140,-0.004960,0.000673,-0.000698,-0.000810,-0.000465,-0.001917,-0.000435,-0.002344,0.000281,-0.001461,-0.001141,0.000029,0.000001,0.000576,0.000026,0.000189,0.000021,-0.001462,0.000003,0.000006,0.000076,-0.000018,0.000006,-0.000259,0.015856,0.004034,0.242879,0.048218,0.017462,0.155776,0.014476,0.029037,1.218377,0.415387,0.196457,0.147625,0.148718,0.165824,0.159156,0.158709,0.121864,0.133754,0.137900,0.126958,0.135002,0.001447,0.000226,0.065085,0.000905,0.027638,0.000455,0.113949,0.000120,0.000300,0.001658,0.017926,0.000207,0.022780,0.022714,0.004494,0.364050,0.063931,0.023139,0.206927,0.018773,0.047245,1.387626,0.525839,0.267001,0.214801,0.194386,0.215002,0.220855,0.203360,0.163240,0.190009,0.197333,0.179141,0.182204,0.001890,0.000314,0.092467,0.001239,0.036434,0.000586,0.168515,0.000157,0.000398,0.002158,0.025221,0.000282,0.034055,NoCough
0.032432,0.011190,2.994880,0.091925,0.146577,0.163783,0.006681,0.050780,-27.970266,2.321418,-0.081033,0.863295,0.202174,0.110768,0.276391,-0.350865,-0.109964,0.007902,-0.123116,0.082989,0.033353,0.025160,0.002466,0.054360,0.015129,0.029476,0.009529,0.038066,0.003336,0.007533,0.024982,0.026750,0.002603,0.022421,-0.000005,-0.000027,0.001198,0.000046,-0.000126,0.001046,0.000044,0.000045,-0.016503,0.001053,0.002849,-0.005082,-0.006213,0.001302,-0.001249,0.004581,0.001800,-0.003103,-0.000582,0.005238,-0.001425,0.000005,-0.000016,-0.000111,-0.000053,0.000052,-0.000002,0.000038,0.000074,-0.000143,-0.000053,0.000028,0.000015,-0.000001,0.010039,0.020199,0.261519,0.023331,0.032587,0.155491,0.003226,0.029182,2.931405,0.395118,0.305289,0.251916,0.279278,0.214400,0.179080,0.220482,0.159402,0.225754,0.189204,0.165767,0.160379,0.017799,0.001848,0.035187,0.012437,0.020072,0.007242,0.023012,0.002593,0.004837,0.019763,0.018874,0.002315,0.007283,0.009935,0.014106,0.321747,0.029889,0.041712,0.211450,0.004236,0.039528,1.749949,0.392455,0.284492,0.268420,0.251348,0.250876,0.218004,0.260293,0.223791,0.244972,0.209532,0.200407,0.189032,0.026074,0.002338,0.040460,0.018866,0.025855,0.009043,0.028580,0.003190,0.005854,0.028130,0.024575,0.002747,0.007842,NoCough
0.034424,0.002580,3.237202,0.067091,0.070593,0.319539,0.010797,0.052804,-44.236057,0.583070,-0.051011,-0.001711,0.003829,-0.082395,-0.021447,-0.047667,-0.003217,-0.018804,0.023111,-0.002238,0.014886,0.002397,0.001035,0.003721,0.006710,0.127214,0.002736,0.005648,0.000986,0.004590,0.006698,0.006739,0.001599,0.037442,-0.000259,-0.000168,0.000650,-0.001398,-0.002053,-0.000415,0.000000,-0.000327,-0.262308,-0.023108,0.001712,0.002670,0.003145,0.005575,0.004799,0.000682,-0.004596,-0.003194,0.000034,0.004491,0.005150,-0.000109,-0.000023,-0.000026,-0.000011,0.001643,-0.000008,-0.000019,-0.000002,-0.000015,-0.001362,-0.000574,-0.000055,0.000075,0.029536,0.007733,0.102492,0.044924,0.036080,0.237285,0.041526,0.060207,2.550912,0.239497,0.149514,0.074415,0.089139,0.082533,0.059895,0.057757,0.068578,0.062638,0.053028,0.056686,0.062426,0.001979,0.001125,0.003427,0.007170,0.021258,0.003346,0.005543,0.001176,0.004609,0.008683,0.007161,0.001563,0.005342,0.018511,0.010513,0.134529,0.028359,0.019806,0.193531,0.058838,0.053316,1.049183,0.151743,0.092740,0.087343,0.112542,0.081881,0.073818,0.077381,0.073785,0.072426,0.074326,0.064691,0.071092,0.002186,0.001473,0.003896,0.006839,0.012085,0.004147,0.007051,0.001223,0.005174,0.006944,0.008210,0.002137,0.003189,NoCough
0.076624,0.005513,3.012408,0.168577,0.189518,0.632451,0.003372,0.118838,-25.690923,1.918304,-0.151885,0.159977,-0.340555,0.010577,-0.280017,-0.259177,-0.025904,-0.277283,0.080607,0.307411,-0.002702,0.014153,0.003593,0.029237,0.016690,0.029161,0.020763,0.045573,0.003457,0.009883,0.011572,0.029156,0.007287,0.019534,0.000363,0.000020,-0.001331,0.000163,0.000020,0.003952,0.000032,0.001016,0.121799,0.006367,-0.000811,-0.006460,-0.009425,0.002359,-0.005926,-0.007078,-0.000862,-0.008470,0.000482,0.004833,-0.001249,0.000303,0.000002,-0.000119,0.000074,-0.000541,0.000178,-0.001003,0.000032,0.000102,0.000075,-0.000144,0.000080,-0.000294,0.018363,0.005470,0.158041,0.029856,0.020405,0.247069,0.002669,0.072753,1.709378,0.324217,0.240562,0.166996,0.225228,0.205235,0.203502,0.220168,0.140435,0.139092,0.121492,0.136490,0.144572,0.009450,0.002761,0.018356,0.013927,0.028466,0.013925,0.019059,0.002968,0.006160,0.007875,0.013423,0.004820,0.006999,0.027468,0.004199,0.229140,0.037805,0.022741,0.337734,0.002861,0.099271,1.004247,0.359454,0.267137,0.222767,0.260706,0.252520,0.264177,0.230044,0.215267,0.169396,0.176271,0.172917,0.201720,0.013561,0.003189,0.022069,0.018667,0.044385,0.019550,0.024096,0.004482,0.008663,0.009400,0.016875,0.006562,0.009983,NoCough
0.021906,0.020469,2.806143,0.127100,0.203569,0.135047,0.030792,0.014274,-30.531057,2.206135,0.621957,0.568228,0.294204,0.327268,0.006784,0.197144,0.062004,0.087852,0.067545,0.052489,0.067410,0.001937,0.000271,0.079129,0.001254,0.053771,0.000805,0.137997,0.000163,0.000530,0.013058,0.042459,0.000356,0.058932,0.000127,-0.001799,-0.013075,0.000139,0.000160,0.000042,0.000239,-0.000054,-0.117029,-0.006381,-0.005444,-0.005718,-0.003335,-0.004515,0.000029,-0.000864,0.000336,0.001027,0.000912,0.001711,-0.000506,-0.000042,-0.000000,0.000624,-0.000002,0.000648,-0.000005,0.002092,-0.000000,-0.000004,-0.000556,-0.002292,0.000001,-0.000027,0.014746,0.011835,0.240367,0.029670,0.023856,0.088069,0.031801,0.011938,2.017590,0.340310,0.333056,0.178711,0.132056,0.154559,0.181988,0.135779,0.123487,0.118410,0.112857,0.106656,0.120161,0.001969,0.000265,0.074638,0.001253,0.041027,0.000885,0.083336,0.000125,0.000464,0.014007,0.028485,0.000307,0.018009,0.011863,0.004982,0.344652,0.032176,0.031872,0.066385,0.036997,0.011305,1.702336,0.335325,0.401506,0.217965,0.184927,0.199495,0.216374,0.170090,0.143406,0.177315,0.172795,0.153873,0.163935,0.002485,0.000342,0.080964,0.001605,0.049669,0.001266,0.116400,0.000177,0.000687,0.017655,0.029364,0.000426,0.025310,NoCough
0.058770,0.026445,3.199024,0.117301,0.146993,0.521050,0.003608,0.085200,-24.060721,0.797178,-0.394400,0.582979,0.117459,0.121451,-0.110954,0.491096,0.562592,0.088794,-0.237815,0.077166,0.133288,0.007362,0.007045,0.088729,0.002421,0.005634,0.003656,0.049716,0.000894,0.003730,0.003267,0.020989,0.016051,0.030867,-0.000023,-0.000004,0.001011,-0.000152,0.000005,-0.000190,0.000026,0.000218,0.002333,-0.007056,-0.001767,0.002441,-0.003075,0.001261,-0.000471,-0.000308,0.003644,0.000076,-0.001548,-0.000968,0.002503,-0.000076,0.000029,-0.001413,0.000002,-0.000214,0.000013,0.000179,-0.000005,-0.000003,0.000014,0.000649,0.000037,-0.000209,0.016350,0.017026,0.088129,0.019422,0.024743,0.226963,0.001344,0.021050,0.799163,0.430435,0.199573,0.197414,0.220779,0.163084,0.181296,0.233173,0.226969,0.171189,0.202762,0.184640,0.138558,0.006920,0.004861,0.057551,0.002375,0.005000,0.002738,0.034873,0.000773,0.003070,0.002894,0.017205,0.016596,0.013904,0.011113,0.010752,0.091847,0.019255,0.031437,0.159725,0.001585,0.015917,0.399144,0.303412,0.225810,0.238423,0.204404,0.194957,0.203210,0.232440,0.211373,0.192535,0.221595,0.236392,0.181364,0.006040,0.006958,0.047652,0.003155,0.005784,0.003748,0.037535,0.000908,0.004011,0.003074,0.016080,0.020156,0.012689,NoCough
0.120250,0.074236,3.254841,0.165248,0.150828,1.242946,0.001933,0.222931,-21.504279,1.123317,0.053595,0.223069,0.002124,0.140492,0.142867,0.119814,-0.124699,-0.118521,0.123859,-0.026446,-0.044228,0.009499,0.005959,0.030277,0.011530,0.014742,0.008015,0.040455,0.003440,0.004638,0.009979,0.021144,0.004028,0.015652,0.000794,0.001858,0.001214,0.000925,0.000494,0.009462,0.000011,0.001906,0.056225,-0.003029,-0.002302,-0.006238,-0.003232,-0.000933,-0.000584,0.002636,0.000025,-0.002466,-0.002196,-0.002654,-0.000616,-0.000032,0.000249,-0.000743,0.000060,-0.000452,0.000005,-0.000552,0.000053,0.000034,-0.000030,-0.000011,0.000047,-0.000235,0.018341,0.017389,0.026126,0.013816,0.012733,0.209582,0.000465,0.034598,0.398768,0.185591,0.159781,0.168685,0.144197,0.166617,0.170650,0.160853,0.148509,0.139664,0.132322,0.139789,0.146073,0.005135,0.003160,0.016991,0.007917,0.008466,0.004891,0.027875,0.002129,0.002796,0.005838,0.015067,0.003143,0.006803,0.018782,0.013664,0.034629,0.015030,0.015220,0.206865,0.000538,0.035734,0.225173,0.203224,0.195754,0.236522,0.213453,0.248416,0.198933,0.184361,0.177163,0.178115,0.178359,0.187698,0.186314,0.007314,0.003517,0.024654,0.009971,0.012471,0.006317,0.037907,0.002975,0.003800,0.008361,0.016734,0.004594,0.009374,NoCough
0.083176,0.041245,2.989991,0.131114,0.135228,0.844342,0.004204,0.143630,-24.196869,0.652707,-0.225316,-0.182470,0.400389,0.349569,0.272567,-0.059776,0.041887,0.112356,-0.032338,-0.224149,-0.027912,0.009591,0.002877,0.019172,0.004402,0.010704,0.005812,0.017794,0.009265,0.015503,0.015149,0.020905,0.004207,0.014554,-0.000077,0.000213,-0.003992,-0.000029,-0.000091,0.000451,0.000092,0.000218,0.014893,0.006976,0.005156,0.009183,-0.009740,-0.006616,-0.010510,0.003774,0.005731,0.001005,0.002392,0.004137,0.002339,0.000140,0.000089,-0.000010,0.000057,0.000177,0.000013,-0.000291,-0.000377,-0.000047,0.000114,0.000028,-0.000071,-0.000073,0.020447,0.029051,0.274416,0.013763,0.016656,0.233483,0.001810,0.032014,1.465570,0.466339,0.400372,0.462963,0.246930,0.295584,0.215984,0.233469,0.334842,0.246911,0.247698,0.276654,0.228478,0.011936,0.002771,0.016769,0.004236,0.009804,0.005737,0.016086,0.012797,0.016687,0.014039,0.019251,0.003371,0.009284,0.017579,0.026394,0.346718,0.014207,0.020647,0.250098,0.002236,0.031035,1.069559,0.433353,0.375452,0.327687,0.247090,0.362278,0.248638,0.272831,0.311458,0.256399,0.242682,0.284160,0.258790,0.015761,0.003385,0.018739,0.005341,0.011575,0.007224,0.019471,0.014950,0.017181,0.019630,0.022930,0.003256,0.009009,NoCough
0.023158,0.022180,3.276754,0.043771,0.051062,0.254887,0.010759,0.035989,-39.995168,0.055310,-0.648939,-0.232129,-0.279411,-0.232666,-0.106325,0.090489,0.006992,0.011375,-0.041423,0.015752,-0.002231,0.003258,0.001893,0.003507,0.010270,0.106317,0.002035,0.001492,0.001543,0.001095,0.002828,0.002474,0.007848,0.033006,-0.000703,-0.000206,0.001633,-0.001121,-0.001327,-0.004028,0.000000,-0.000962,-0.281118,-0.004210,0.016151,0.004433,0.006957,0.006018,0.004177,0.000733,-0.000079,-0.004680,0.000189,-0.000562,0.000239,-0.000206,-0.000072,-0.000064,-0.000057,0.001655,-0.000086,-0.000022,-0.000243,-0.000069,-0.000097,-0.000110,-0.000102,0.000396,0.006700,0.011364,0.063316,0.011343,0.015388,0.060924,0.040909,0.010073,2.096517,0.092140,0.183059,0.112130,0.119626,0.098173,0.087789,0.073054,0.080130,0.073161,0.051413,0.071240,0.070323,0.002765,0.001361,0.002116,0.009426,0.011909,0.001541,0.001144,0.002100,0.000750,0.001988,0.001725,0.006652,0.004209,0.005101,0.006415,0.087958,0.010235,0.014706,0.065579,0.059507,0.010504,1.197637,0.110592,0.154590,0.132489,0.142492,0.105551,0.097005,0.076050,0.085012,0.084430,0.052184,0.086970,0.082895,0.003113,0.001530,0.001935,0.008164,0.007392,0.001632,0.001322,0.001996,0.000899,0.002145,0.001975,0.006417,0.003197,NoCough
0.097672,0.046518,3.284152,0.162002,0.138084,1.215160,0.001514,0.173802,-22.207833,-0.051857,0.728788,0.501081,-0.231268,-0.222455,0.026458,-0.099664,-0.281680,-0.151359,-0.148901,-0.088367,-0.408119,0.131504,0.001372,0.004303,0.002756,0.003776,0.002365,0.003737,0.003509,0.003163,0.003709,0.005936,0.002753,0.035545,-0.000018,-0.000127,-0.000134,0.000067,0.000099,0.000035,0.000014,0.000054,-0.003885,0.003759,0.003056,0.001135,-0.002145,-0.004611,-0.001299,0.002947,0.001225,-0.004394,-0.001205,0.000552,-0.000572,0.000165,0.000001,0.000004,-0.000004,0.000077,0.000002,-0.000013,0.000019,-0.000003,-0.000033,0.000023,-0.000021,0.000045,0.012577,0.007553,0.016758,0.008064,0.009692,0.120692,0.000269,0.018349,0.182363,0.163616,0.144649,0.161368,0.167741,0.149020,0.144476,0.137100,0.129680,0.136441,0.121555,0.127461,0.129555,0.034111,0.000819,0.002010,0.001544,0.001806,0.001392,0.002207,0.002502,0.002095,0.001826,0.004151,0.002093,0.009518,0.015099,0.009024,0.023422,0.010289,0.012798,0.145554,0.000345,0.024086,0.230193,0.227843,0.205342,0.218103,0.232281,0.199906,0.207094,0.208481,0.191066,0.193896,0.158313,0.178386,0.186455,0.035667,0.001177,0.002965,0.002104,0.002326,0.001816,0.002247,0.003491,0.002794,0.002401,0.005042,0.002786,0.009948,NoCough
0.064950,0.015585,3.205513,0.129099,0.157394,0.523740,0.002745,0.090944,-22.780711,1.335032,-0.464734,0.159910,-0.056882,0.076497,-0.050502,0.036836,-0.021440,0.010614,-0.025456,0.016824,-0.026550,0.011813,0.007502,0.046389,0.010133,0.016385,0.011579,0.044137,0.005722,0.009413,0.013552,0.018087,0.008117,0.017409,-0.000386,0.000845,-0.006155,-0.000397,-0.000181,-0.003608,0.000042,-0.000690,0.009232,0.002088,0.003811,0.004333,0.002759,0.006637,0.004135,0.003172,0.004370,0.003638,0.001227,0.003686,0.002212,-0.000237,-0.000012,0.001236,-0.000240,0.000097,-0.000222,0.001840,-0.000065,-0.000073,-0.000091,0.000119,-0.000090,0.000585,0.012509,0.006771,0.079675,0.012971,0.012922,0.151543,0.000752,0.018729,0.354949,0.230925,0.167116,0.170121,0.154865,0.140931,0.158193,0.155707,0.133862,0.136796,0.139485,0.132767,0.136648,0.006646,0.005733,0.039778,0.005981,0.008463,0.007739,0.030610,0.004305,0.005628,0.007122,0.009215,0.006372,0.011037,0.010682,0.005906,0.081676,0.010203,0.015007,0.107979,0.000696,0.013520,0.303520,0.235818,0.211758,0.233721,0.226766,0.165667,0.210972,0.203699,0.181487,0.178940,0.179236,0.180863,0.209600,0.008711,0.007988,0.039082,0.007602,0.011595,0.010472,0.035692,0.005824,0.007434,0.009999,0.013762,0.008564,0.007639,NoCough
0.026221,0.006662,2.937678,0.089455,0.151036,0.112667,0.011135,0.032450,-29.055173,1.636569,-0.226494,0.783541,0.127003,0.323704,0.013099,-0.029823,0.107485,0.216426,-0.041317,0.092151,0.065357,0.009163,0.001431,0.092656,0.003939,0.022441,0.003808,0.122278,0.001946,0.003502,0.008539,0.029021,0.004299,0.045981,0.000077,0.000015,-0.005729,-0.000049,-0.000185,0.000136,0.000177,0.000064,0.060619,0.005538,0.000308,0.005044,0.000236,-0.002812,0.000065,0.001457,-0.000250,-0.000103,-0.000012,-0.000039,0.001074,0.000030,0.000001,0.001018,0.000005,-0.001473,0.000003,0.002773,0.000002,0.000004,0.000083,0.000208,0.000003,0.000349,0.014534,0.012694,0.194783,0.019790,0.033929,0.085565,0.006653,0.020129,1.808162,0.919953,0.493293,0.265249,0.293356,0.274104,0.209405,0.212392,0.189111,0.204784,0.185496,0.183675,0.176332,0.012219,0.001469,0.065307,0.003291,0.019829,0.005203,0.087137,0.002233,0.003619,0.007999,0.020409,0.004475,0.020623,0.012149,0.014859,0.256512,0.025025,0.041878,0.081695,0.007984,0.016728,1.310024,0.782034,0.433749,0.297763,0.326673,0.329633,0.260211,0.224249,0.218956,0.228098,0.249142,0.241888,0.207313,0.015476,0.001758,0.073244,0.004297,0.018585,0.006913,0.103394,0.003017,0.004534,0.010242,0.028362,0.005535,0.021502,NoCough
0.079669,0.000889,3.158522,0.130859,0.126045,0.520848,0.008031,0.108221,-40.678121,0.882870,0.079512,0.211271,0.057560,0.093062,0.065088,0.000248,-0.014795,0.031779,-0.036319,0.071523,-0.054386,0.004544,0.001964,0.010694,0.003949,0.103475,0.003904,0.011489,0.001172,0.002795,0.009360,0.009444,0.001566,0.029780,-0.000504,-0.000002,0.007350,-0.001033,-0.001539,-0.001766,-0.000000,-0.000417,-0.215909,-0.022825,0.006872,0.000176,-0.003901,-0.006821,-0.003028,0.002568,0.001201,0.000684,-0.002824,0.001065,0.001377,-0.000091,-0.000073,-0.000177,-0.000093,0.001247,-0.000077,-0.000365,-0.000090,-0.000169,-0.000232,-0.000080,-0.000024,0.000342,0.031529,0.001718,0.154760,0.040984,0.027245,0.253580,0.026116,0.070935,2.657687,0.588709,0.280188,0.155760,0.167026,0.119270,0.122240,0.107963,0.106554,0.122818,0.123468,0.124745,0.088342,0.004314,0.002155,0.008878,0.003428,0.020451,0.002996,0.006826,0.001428,0.003258,0.008653,0.007307,0.001306,0.005497,0.025690,0.001733,0.160923,0.029682,0.021437,0.242132,0.049276,0.071496,1.487320,0.416777,0.186615,0.161420,0.189201,0.140745,0.149667,0.120104,0.131819,0.141665,0.137560,0.127370,0.099459,0.006150,0.002532,0.010456,0.004025,0.017893,0.002967,0.008571,0.001651,0.004096,0.009325,0.009163,0.001528,0.004623,NoCough
