@RELATION data/data_cough/svm_cough
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {Coughing,NoCough}

@DATA
0.023249,0.005919,2.739452,0.121741,0.186581,0.095937,0.031112,0.013158,-34.188355,2.126695,0.174266,0.296000,0.126087,0.223970,0.048862,0.152001,0.091135,0.047404,0.012602,-0.005015,0.033211,0.004609,0.001985,0.051999,0.004020,0.049786,0.002492,0.196287,0.000880,0.001389,0.003702,0.012223,0.003638,0.062118,-0.000363,-0.001531,-0.003878,0.000147,0.000394,-0.003196,0.000034,-0.000517,-0.168235,0.007908,0.014891,0.014375,0.002259,0.005004,0.007202,-0.004065,-0.003534,0.003405,0.002360,0.003716,-0.000202,-0.000085,-0.000103,0.000652,-0.000237,-0.000139,-0.000034,0.003364,-0.000014,-0.000040,-0.000182,-0.000153,-0.000094,0.000894,0.012281,0.007989,0.299964,0.024116,0.026017,0.067732,0.034410,0.009085,1.662278,0.486333,0.382465,0.292772,0.251944,0.298766,0.212322,0.210060,0.200047,0.205299,0.173615,0.162822,0.158504,0.005063,0.001850,0.044593,0.004665,0.039541,0.003322,0.104164,0.001352,0.001357,0.004029,0.015283,0.004876,0.023587,0.015533,0.007354,0.440567,0.034300,0.038735,0.095250,0.037477,0.012920,1.931494,0.607008,0.465856,0.377450,0.327593,0.374850,0.257942,0.282620,0.267132,0.275918,0.246107,0.216680,0.215408,0.006952,0.002892,0.065805,0.006050,0.058407,0.004473,0.146123,0.001890,0.001988,0.006043,0.022339,0.008414,0.032492,Coughing
0.033584,0.033684,3.131790,0.075373,0.088360,0.506622,0.009218,0.037441,-39.772416,0.519981,-0.167460,0.041222,-0.288503,0.081668,0.019589,-0.096676,0.056510,-0.059462,0.056728,-0.092924,0.009434,0.004540,0.002190,0.011350,0.004773,0.100353,0.001991,0.020188,0.002255,0.005057,0.006237,0.005158,0.002019,0.033034,-0.000930,-0.000000,0.002200,-0.002262,-0.002458,-0.000369,-0.000000,-0.000390,-0.141004,-0.023278,-0.007167,-0.005538,-0.003658,-0.000872,0.000746,-0.000272,0.002178,0.000164,0.002663,0.001735,-0.000266,-0.000304,-0.000028,-0.000754,-0.000098,0.001102,-0.000044,-0.000544,-0.000004,-0.000017,-0.000329,-0.000294,-0.000013,0.000213,0.016323,0.044201,0.176099,0.036757,0.038845,0.136586,0.030426,0.020830,3.601170,0.669881,0.312741,0.275399,0.306892,0.105803,0.186537,0.139759,0.128422,0.157465,0.155465,0.078542,0.102287,0.004622,0.002036,0.014367,0.006470,0.018200,0.001967,0.031481,0.002810,0.004917,0.005897,0.005674,0.002283,0.006236,0.018178,0.054922,0.233014,0.032293,0.025808,0.129714,0.043257,0.015515,1.903305,0.401415,0.252576,0.231309,0.213251,0.147680,0.180716,0.155939,0.136454,0.166688,0.176701,0.106349,0.150575,0.006503,0.002830,0.011677,0.007453,0.011955,0.002765,0.022138,0.003899,0.005808,0.007319,0.008067,0.002824,0.005657,Coughing
0.050150,0.021777,3.135136,0.071063,0.084662,0.502915,0.010639,0.079138,-34.970787,-0.001621,-0.397058,-0.370815,-0.226710,-0.246491,-0.389959,-0.033717,-0.154149,-0.084361,-0.100325,0.133077,-0.056824,0.006286,0.004683,0.007061,0.005909,0.064042,0.006054,0.005389,0.004372,0.006487,0.005998,0.005768,0.004633,0.019863,-0.000485,-0.003732,0.002682,-0.001066,-0.001449,-0.005415,0.000000,-0.001025,-0.323323,-0.009405,0.004061,0.004707,0.008415,0.004823,0.006051,-0.004606,0.001845,0.000842,-0.001318,-0.003569,0.000154,-0.000248,-0.000130,-0.000117,-0.000212,0.001537,-0.000077,-0.000106,-0.000040,-0.000093,-0.000047,-0.000323,-0.000218,0.000378,0.016724,0.028959,0.208236,0.020216,0.030773,0.193335,0.032775,0.019626,3.515723,0.482585,0.354099,0.284351,0.242306,0.224362,0.211982,0.156541,0.195716,0.180484,0.192076,0.154366,0.134551,0.006543,0.004895,0.005728,0.005141,0.022317,0.005096,0.003994,0.004715,0.006061,0.005707,0.006392,0.004464,0.006020,0.011547,0.041021,0.280464,0.017549,0.032241,0.154669,0.046930,0.015540,1.964809,0.451313,0.347615,0.245237,0.226827,0.278655,0.234570,0.208616,0.246327,0.219749,0.188835,0.187932,0.145346,0.007173,0.006213,0.007019,0.006069,0.016182,0.006655,0.005411,0.006409,0.007162,0.007452,0.007965,0.005936,0.004146,Coughing
0.082550,0.037059,3.031908,0.103748,0.114886,0.750851,0.005352,0.117196,-29.642934,-0.372695,-0.722776,-0.580116,-0.133436,-0.332272,-0.482276,-0.053060,-0.182677,-0.125221,-0.103515,0.108846,-0.009961,0.007683,0.006820,0.006970,0.006725,0.010225,0.008974,0.007914,0.005811,0.007972,0.007859,0.007304,0.006651,0.006452,-0.000145,-0.002262,0.001463,0.000110,0.000086,0.003518,0.000032,0.000281,-0.181443,-0.004238,0.007489,-0.001783,0.014359,-0.007331,0.000922,0.004684,0.000427,0.001669,-0.003658,-0.002833,0.000085,-0.000035,-0.000092,-0.000062,-0.000046,0.000960,-0.000011,-0.000026,-0.000052,-0.000044,-0.000067,-0.000054,-0.000077,0.000260,0.012407,0.043499,0.309812,0.012466,0.024794,0.180219,0.002678,0.016434,2.008760,0.596737,0.537392,0.298164,0.381085,0.291968,0.226619,0.208406,0.254891,0.200325,0.206209,0.199080,0.165482,0.007477,0.005725,0.004595,0.005410,0.008184,0.008838,0.006104,0.005653,0.006611,0.007045,0.005631,0.004846,0.003912,0.012054,0.065104,0.440526,0.016544,0.034261,0.182250,0.003003,0.018887,1.954585,0.527316,0.492450,0.323052,0.360268,0.320222,0.297632,0.263358,0.281940,0.265761,0.265674,0.255333,0.230418,0.009821,0.007804,0.006097,0.006905,0.006063,0.012413,0.007590,0.008233,0.009349,0.009923,0.007374,0.007270,0.004178,Coughing
0.049533,0.049240,2.925612,0.095027,0.124194,0.412195,0.013024,0.077377,-32.835789,0.383337,-0.865112,-0.542594,-0.153187,-0.028928,-0.181822,-0.259245,-0.036466,-0.015754,-0.021338,-0.004784,0.020811,0.006304,0.005141,0.008229,0.005760,0.050170,0.008039,0.010973,0.008161,0.012070,0.007427,0.007216,0.007637,0.018286,-0.000358,-0.000108,0.007862,-0.000924,-0.001586,0.000378,0.000000,-0.000644,-0.250911,-0.017577,0.014021,0.006292,0.013810,-0.004761,-0.010069,0.012267,0.001313,-0.008655,0.001500,-0.002804,0.001686,-0.000062,-0.000019,-0.000004,-0.000024,0.001659,-0.000287,-0.000908,-0.000398,-0.000163,-0.000034,-0.000051,-0.000075,0.000209,0.016088,0.066513,0.413862,0.026532,0.040946,0.225765,0.035506,0.035242,5.917016,0.627729,0.505293,0.448801,0.447066,0.376878,0.354021,0.241291,0.217146,0.264715,0.230505,0.202034,0.155677,0.005614,0.005436,0.011348,0.004752,0.027836,0.008191,0.009315,0.010254,0.017123,0.006983,0.006945,0.008075,0.008828,0.013786,0.085219,0.540144,0.025835,0.043182,0.234016,0.050253,0.033851,3.579625,0.665605,0.492395,0.444252,0.353595,0.345498,0.362967,0.304293,0.282437,0.297485,0.268426,0.208595,0.209860,0.006905,0.006756,0.013068,0.005009,0.017619,0.010449,0.011509,0.013243,0.020831,0.010053,0.008858,0.010922,0.008173,Coughing
0.011257,0.002933,3.184443,0.042391,0.057409,0.447376,0.012855,0.014528,-44.670216,0.611813,-0.068513,0.199438,-0.121137,-0.059240,0.036323,-0.034952,0.009168,0.003519,0.023154,0.003252,-0.011302,0.002375,0.000448,0.005001,0.001156,0.135043,0.001917,0.024656,0.000306,0.001709,0.004662,0.005289,0.000838,0.042727,-0.000422,-0.000021,0.023375,-0.001787,-0.001935,-0.003604,-0.000000,-0.002250,-0.249709,-0.010210,0.011919,0.003141,0.008459,0.005177,-0.000007,0.001364,-0.001305,-0.002509,0.003404,-0.002812,-0.003098,-0.000056,-0.000060,-0.000095,-0.000089,0.001473,-0.000083,-0.000156,-0.000043,-0.000165,-0.000092,-0.000089,-0.000095,0.000416,0.009308,0.004248,0.162435,0.027805,0.028824,0.152282,0.039752,0.015589,2.438854,0.448899,0.112244,0.160573,0.144425,0.094475,0.082843,0.121621,0.070368,0.071208,0.068225,0.074581,0.059113,0.002532,0.000494,0.006399,0.001161,0.017123,0.001869,0.036505,0.000420,0.002170,0.006716,0.005996,0.001576,0.007241,0.009192,0.005233,0.174254,0.030484,0.018319,0.161395,0.053590,0.011238,0.874318,0.210019,0.144713,0.111734,0.113553,0.095647,0.087292,0.103639,0.076594,0.095095,0.070649,0.073531,0.077391,0.002947,0.000580,0.006380,0.001325,0.018672,0.001657,0.040585,0.000545,0.002310,0.009188,0.007506,0.002183,0.008451,Coughing
0.020050,0.011038,3.024620,0.058925,0.097958,0.095736,0.017264,0.026044,-35.245076,1.650865,-0.395150,0.027063,0.089284,-0.022275,-0.107124,0.204256,0.010724,0.010953,0.109260,0.015383,-0.158227,0.011669,0.011285,0.018947,0.004537,0.069439,0.004926,0.059383,0.001827,0.003586,0.012033,0.013841,0.004308,0.038383,-0.000495,-0.000910,0.002216,-0.001311,-0.001685,-0.005378,0.000000,-0.000989,-0.295743,-0.016937,-0.000556,0.006294,-0.003906,0.003011,0.005406,0.000757,0.004403,0.002228,0.005968,0.003144,0.006299,-0.000803,-0.000105,-0.000797,-0.000297,0.001631,-0.000100,-0.000064,-0.000021,-0.000076,-0.000043,-0.000105,-0.000024,0.000186,0.011227,0.017301,0.347415,0.022509,0.030532,0.119817,0.042743,0.017034,3.199869,0.882878,0.300798,0.334954,0.268637,0.220926,0.296735,0.194725,0.240906,0.186340,0.211233,0.181623,0.138189,0.011615,0.018582,0.021234,0.005558,0.019076,0.006612,0.080144,0.002671,0.004191,0.012256,0.011907,0.004098,0.015998,0.010136,0.021283,0.497769,0.020006,0.028791,0.117562,0.061555,0.016892,2.375678,0.601632,0.354382,0.335599,0.270062,0.231589,0.219956,0.217554,0.257384,0.205282,0.217521,0.186637,0.171021,0.012906,0.021878,0.028822,0.007648,0.016477,0.008294,0.072593,0.003583,0.005832,0.014349,0.013874,0.005701,0.017414,Coughing
0.014020,0.002663,3.071354,0.045824,0.062922,0.180962,0.007164,0.014737,-45.050208,0.616452,0.071177,0.120643,-0.045597,0.018657,0.095884,-0.018656,0.022926,0.004657,-0.042683,0.042591,-0.030613,0.002677,0.002250,0.010545,0.001713,0.128961,0.001071,0.027206,0.000876,0.002253,0.005216,0.006869,0.000885,0.042298,-0.000100,-0.000000,0.002380,-0.001442,-0.002234,0.000665,-0.000000,-0.000036,-0.127550,-0.022235,-0.008140,-0.005582,-0.001562,-0.000251,-0.001516,-0.000560,-0.000241,-0.001697,-0.004305,-0.002056,-0.000106,-0.000008,-0.000001,-0.000538,-0.000003,0.000459,-0.000015,-0.000490,-0.000000,-0.000005,-0.000008,-0.000117,-0.000002,0.000104,0.011695,0.004512,0.171277,0.024433,0.027881,0.087207,0.011615,0.014805,2.366979,0.452765,0.203260,0.157905,0.116081,0.085684,0.095389,0.067983,0.091739,0.081175,0.088308,0.074431,0.094897,0.004791,0.004641,0.010672,0.002210,0.019444,0.001527,0.030373,0.001897,0.002499,0.005831,0.009880,0.000813,0.005242,0.011095,0.005954,0.243783,0.015978,0.016008,0.097672,0.016247,0.018748,1.799585,0.343824,0.177407,0.157362,0.161871,0.090132,0.119493,0.088772,0.126644,0.102182,0.119813,0.084121,0.106876,0.007313,0.005119,0.012226,0.003173,0.015198,0.001708,0.029926,0.002471,0.003755,0.009055,0.009493,0.001113,0.006762,Coughing
0.043221,0.002886,2.725614,0.157378,0.201756,0.270252,0.020655,0.040472,-33.653050,1.534170,0.081504,0.189236,-0.375516,-0.032268,0.149750,0.024775,0.028625,-0.071386,0.078692,0.113825,-0.017886,0.003536,0.002338,0.017723,0.004529,0.049905,0.005100,0.190843,0.000806,0.005366,0.005465,0.007364,0.003302,0.057974,-0.001974,-0.000039,-0.003992,-0.000695,0.000560,-0.021234,0.000206,-0.003530,-0.116999,0.020100,0.008336,0.007591,0.007804,0.006475,-0.001503,-0.000457,0.005252,0.001588,0.001355,0.000466,0.004110,-0.000042,-0.000048,0.000426,-0.000048,-0.000008,-0.000081,0.003933,-0.000029,-0.000025,-0.000017,-0.000028,-0.000023,0.001091,0.032393,0.006381,0.376790,0.031026,0.025290,0.307927,0.024698,0.054608,3.838639,0.708678,0.445565,0.348831,0.431960,0.334183,0.312241,0.272174,0.253317,0.258997,0.231612,0.197520,0.169502,0.004733,0.003492,0.024123,0.007806,0.043388,0.007751,0.112473,0.001139,0.009047,0.007582,0.009526,0.006481,0.028274,0.026792,0.007540,0.463838,0.031519,0.024850,0.230622,0.033691,0.042569,3.263452,0.807897,0.448186,0.434969,0.433277,0.386780,0.353117,0.313502,0.276668,0.297682,0.294551,0.260419,0.206666,0.005748,0.004001,0.036707,0.009943,0.048242,0.010353,0.139285,0.001380,0.011975,0.009525,0.012964,0.008153,0.032303,Coughing
0.004188,0.006465,2.926347,0.017410,0.028478,0.066582,0.003115,0.004347,-46.634754,0.372935,-0.013067,0.045062,0.028973,-0.063250,0.007963,0.023493,-0.076678,0.030403,-0.038493,-0.046374,-0.011712,0.002475,0.000301,0.010963,0.003027,0.145895,0.001009,0.022076,0.000114,0.000684,0.000724,0.003231,0.000418,0.046274,-0.000309,-0.000860,0.003055,-0.001300,-0.001905,-0.001818,0.000000,-0.000254,-0.287789,-0.026846,-0.002962,-0.004252,0.001232,0.011602,0.002183,0.002547,0.005598,-0.004535,0.005045,0.000919,-0.001489,-0.000079,-0.000039,-0.000264,-0.000765,0.001125,-0.000217,-0.000330,-0.000004,-0.000182,-0.000044,-0.000149,-0.000017,0.000238,0.003141,0.006756,0.121449,0.010085,0.016647,0.013045,0.007158,0.003446,2.352140,0.226360,0.061844,0.061053,0.049654,0.067485,0.043420,0.057019,0.053143,0.044952,0.054929,0.051364,0.030551,0.003173,0.000340,0.008562,0.004510,0.012636,0.001301,0.020919,0.000166,0.001069,0.000780,0.003218,0.000437,0.003435,0.003102,0.005387,0.161157,0.005414,0.009244,0.008576,0.010532,0.003125,0.763997,0.157511,0.054553,0.057903,0.044391,0.054149,0.036958,0.076722,0.034725,0.046279,0.055246,0.043695,0.041820,0.004032,0.000392,0.008896,0.005285,0.007202,0.001451,0.024140,0.000237,0.001284,0.000994,0.003831,0.000521,0.004540,Coughing
0.018194,0.002539,3.116267,0.053644,0.068083,0.343449,0.008462,0.017886,-44.165198,0.762040,-0.009087,0.081198,-0.191126,-0.208632,0.043225,-0.092770,-0.029515,-0.066432,0.003259,-0.036509,-0.063216,0.003436,0.001810,0.014863,0.003964,0.118419,0.004940,0.032470,0.000490,0.006833,0.003106,0.003053,0.001858,0.043490,-0.001407,-0.000000,0.013237,-0.002761,-0.003382,0.001707,-0.000000,-0.000027,-0.087559,-0.021955,-0.003173,-0.006257,-0.003812,-0.000768,-0.000313,0.001066,0.000338,-0.002677,-0.001771,0.000689,0.001587,-0.000013,-0.000001,-0.000319,-0.000006,0.001259,-0.000009,-0.003153,-0.000000,-0.000002,-0.000021,-0.000068,-0.000001,-0.000400,0.020471,0.003876,0.157606,0.037766,0.033797,0.134413,0.024807,0.019408,3.123093,0.418552,0.122670,0.145668,0.151417,0.204916,0.125753,0.098454,0.084000,0.129534,0.102224,0.116019,0.091634,0.004377,0.002730,0.015453,0.006920,0.017062,0.004847,0.049947,0.000476,0.007574,0.003975,0.003274,0.002377,0.010714,0.020156,0.005396,0.208358,0.032759,0.022808,0.120963,0.035976,0.014653,1.490766,0.278645,0.127290,0.154708,0.122838,0.191461,0.138397,0.138295,0.101157,0.113793,0.092857,0.127624,0.078758,0.005597,0.002584,0.012382,0.008142,0.007163,0.006377,0.035656,0.000646,0.009944,0.005810,0.003593,0.003457,0.009071,Coughing
0.006488,0.003728,3.250218,0.019048,0.022544,0.372281,0.006811,0.008149,-47.796820,0.213874,-0.049388,-0.004086,-0.018559,-0.020707,0.011671,0.019807,-0.026417,-0.035530,-0.007071,-0.012777,0.000355,0.001149,0.000628,0.002404,0.002539,0.152198,0.000970,0.003682,0.000335,0.000699,0.001541,0.002634,0.000496,0.043026,-0.000898,-0.000778,0.001288,-0.001407,-0.001418,-0.005680,0.000000,-0.001515,-0.300042,-0.004534,0.012926,0.005890,0.003424,-0.002081,-0.002255,-0.002398,-0.002132,0.001021,-0.001180,0.001980,-0.000520,-0.000069,-0.000131,-0.000163,-0.000059,0.001507,-0.000019,-0.000035,-0.000042,-0.000147,-0.000070,-0.000037,-0.000085,0.000411,0.005953,0.007036,0.049556,0.017654,0.018557,0.049235,0.024040,0.010909,2.440983,0.228923,0.126492,0.070628,0.083841,0.058384,0.035450,0.036948,0.048588,0.078391,0.033753,0.034720,0.031176,0.001795,0.001223,0.003029,0.005801,0.012973,0.001286,0.005463,0.000673,0.001019,0.002776,0.004408,0.000756,0.002855,0.003488,0.003591,0.055229,0.019797,0.014377,0.040017,0.034631,0.005823,0.438050,0.139729,0.091115,0.078718,0.052630,0.068280,0.049005,0.038227,0.049047,0.069270,0.043441,0.047478,0.036555,0.002049,0.001540,0.003941,0.008275,0.010119,0.001455,0.006031,0.000805,0.001104,0.002955,0.005084,0.000810,0.001894,Coughing
0.039501,0.002635,1.512435,0.072909,0.065902,0.259841,0.002405,0.038076,-44.732682,0.145803,-0.189724,0.078894,-0.291776,-0.001798,0.092599,-0.055657,0.001202,-0.001274,0.063069,-0.017922,0.026020,0.001708,0.001033,0.005894,0.002127,0.114665,0.001596,0.027682,0.001307,0.001789,0.002018,0.002737,0.001749,0.039380,-0.001493,-0.000000,-0.010506,-0.002700,-0.002667,-0.004333,-0.000000,-0.000027,-0.097100,-0.012389,-0.000619,-0.005103,-0.001930,0.000764,-0.002219,-0.000611,0.001510,-0.000460,-0.003049,0.001216,-0.000715,-0.000006,-0.000005,-0.001120,-0.000011,0.001389,-0.000005,-0.002599,-0.000004,-0.000008,-0.000014,-0.000024,-0.000001,-0.000287,0.032379,0.004958,0.348893,0.043934,0.030217,0.261928,0.001937,0.035394,2.124549,0.261336,0.231143,0.131319,0.206821,0.116344,0.122635,0.131345,0.101678,0.097785,0.093381,0.132430,0.096643,0.002211,0.001159,0.010486,0.002500,0.018252,0.001563,0.042942,0.002431,0.002286,0.002984,0.002975,0.002691,0.010717,0.018916,0.007301,0.244237,0.027330,0.018552,0.187669,0.002491,0.037141,1.137094,0.273998,0.233080,0.131622,0.173068,0.148581,0.121663,0.157577,0.115397,0.112409,0.150648,0.149287,0.117444,0.002678,0.001521,0.011223,0.003158,0.012076,0.001695,0.038934,0.003105,0.003207,0.002889,0.004238,0.003732,0.010599,Coughing
0.016243,0.003170,3.210118,0.038511,0.043367,0.513844,0.009304,0.020508,-45.905770,0.121287,-0.327391,0.130505,0.041928,0.052645,-0.065197,0.000537,0.027586,-0.003451,0.039508,-0.026364,0.062129,0.002257,0.001977,0.005328,0.001291,0.132220,0.001559,0.021203,0.000443,0.002340,0.001395,0.001926,0.000823,0.042289,-0.001148,-0.000000,0.011421,-0.002324,-0.002648,0.001366,-0.000000,-0.000127,-0.092970,-0.018441,0.000601,-0.006164,-0.000245,-0.000342,0.002595,0.004026,0.002708,-0.004854,-0.004940,-0.002381,-0.002481,-0.000024,-0.000006,-0.001204,-0.000025,0.001221,-0.000076,-0.001444,-0.000007,-0.000035,-0.000043,-0.000129,-0.000006,-0.000020,0.011581,0.004390,0.097078,0.025690,0.024385,0.123576,0.032374,0.018427,1.918905,0.297957,0.206942,0.164670,0.168044,0.087672,0.091358,0.092017,0.111806,0.087420,0.064739,0.111905,0.077944,0.002966,0.002125,0.009042,0.001855,0.012822,0.002329,0.038544,0.000598,0.003447,0.001279,0.002527,0.001102,0.007611,0.014199,0.005583,0.078799,0.023134,0.017751,0.169736,0.046571,0.023596,1.476905,0.234357,0.170871,0.130123,0.152894,0.111081,0.096224,0.119606,0.123681,0.112345,0.083658,0.122955,0.091381,0.003499,0.003125,0.006376,0.002648,0.009020,0.002956,0.039429,0.000624,0.004319,0.001952,0.003038,0.001471,0.009517,Coughing
0.007750,0.003839,3.239846,0.028683,0.056135,0.041816,0.028773,0.011370,-42.024915,0.923318,0.186380,0.364931,-0.157477,0.064785,0.122567,-0.039343,0.093780,-0.012020,0.018216,0.037932,0.044928,0.001456,0.000631,0.003206,0.001166,0.149159,0.001084,0.004438,0.000472,0.001251,0.001373,0.001403,0.000604,0.041538,-0.000572,-0.000189,0.003879,-0.000844,-0.000950,-0.003148,0.000000,-0.000762,-0.279346,-0.013830,-0.002727,-0.007692,0.011684,0.003675,-0.004617,-0.001613,-0.000118,0.004075,0.000495,0.000861,-0.001322,-0.000270,-0.000022,-0.000129,-0.000109,0.001113,-0.000136,-0.000045,-0.000037,-0.000056,-0.000119,-0.000033,-0.000034,0.000316,0.009591,0.004911,0.132820,0.021327,0.028654,0.052079,0.086977,0.012975,3.351871,0.492080,0.278960,0.227269,0.352339,0.256821,0.221978,0.205845,0.130860,0.202322,0.143474,0.126505,0.129623,0.002313,0.001541,0.005785,0.001917,0.022507,0.001940,0.007296,0.001332,0.002675,0.002201,0.003006,0.001011,0.005548,0.005905,0.006135,0.156585,0.016681,0.026137,0.031023,0.128067,0.009041,2.396577,0.323344,0.262061,0.211513,0.371469,0.203013,0.197576,0.249160,0.159381,0.203443,0.162334,0.164494,0.132929,0.001609,0.002111,0.006982,0.002289,0.015085,0.002304,0.008217,0.001584,0.003355,0.002126,0.003627,0.000801,0.003939,Coughing
